Year	Month	Day	Hour	Minute	Second	Catalog	Saros	Type	Gamma
512	6	29	10	30	19	-18398	93	T	0.2900
512	12	24	08	47	02	-18392	98	A	-0.9064
513	5	20	19	52	56	-18387	65	P	-1.4715
513	6	19	02	25	09	-18386	103	P	1.0175
513	11	13	13	08	27	-18381	70	P	1.4628
514	5	10	11	53	41	-18375	75	T	-0.7745
514	11	2	17	45	28	-18369	80	A	0.7171
515	4	29	22	23	46	-18363	85	A	-0.0176
515	10	23	05	36	21	-18357	90	T	-0.0078
516	4	18	01	39	03	-18351	95	A	0.7627
516	10	11	21	22	29	-18345	100	T	-0.6865
517	3	8	11	01	58	-18340	67	P	-1.3771
517	4	7	01	59	11	-18339	105	P	1.4892
517	9	2	01	09	35	-18334	72	P	1.3042
517	10	1	12	22	54	-18333	110	P	-1.4044
518	2	25	19	08	30	-18328	77	H	-0.5913
518	8	22	07	37	20	-18322	82	A	0.6082
519	2	15	09	20	02	-18316	87	T	0.1341
519	8	11	08	20	28	-18310	92	A	-0.1306
520	2	5	01	29	22	-18304	97	T	0.8226
520	7	30	10	04	36	-18298	102	A	-0.8695
520	12	26	00	48	37	-18293	69	P	-1.2723
521	6	20	10	08	48	-18287	74	P	1.0247
521	12	15	03	32	20	-18281	79	A	-0.6231
522	6	10	02	52	39	-18275	84	T	0.2674
522	12	4	02	30	02	-18269	89	A	0.0541
523	5	30	19	33	16	-18263	94	T	-0.4849
523	11	23	05	20	38	-18257	99	A	0.7337
524	4	19	19	28	12	-18252	66	P	1.4450
524	5	19	07	37	34	-18251	104	P	-1.3008
524	10	13	04	42	04	-18246	71	P	-1.3265
524	11	11	15	34	18	-18245	109	P	1.3679
525	4	8	21	08	53	-18240	76	A	0.7307
525	10	2	20	48	19	-18234	81	T	-0.6523
526	3	28	21	59	38	-18228	86	A	-0.0202
526	9	22	10	50	26	-18222	91	H	0.0474
527	3	18	04	40	33	-18216	96	H	-0.7565
527	9	11	18	43	05	-18210	101	A	0.8104
528	2	6	08	48	28	-18205	68	P	1.1953
528	3	6	18	02	32	-18204	106	P	-1.4233
528	8	1	03	47	52	-18199	73	P	-1.3597
528	8	30	20	01	39	-18198	111	P	1.5568
529	1	26	00	35	40	-18193	78	T	0.5326
529	7	21	07	09	52	-18187	83	A	-0.5703
530	1	15	12	21	40	-18181	88	A	-0.1684
530	7	10	17	48	16	-18175	93	T	0.2165
531	1	4	16	51	24	-18169	98	A	-0.8998
531	6	30	09	52	03	-18163	103	T	0.9439
531	11	24	21	15	13	-18158	70	P	1.4669
532	5	20	19	08	56	-18152	75	T	-0.8511
532	11	13	02	11	13	-18146	80	A	0.7222
533	5	10	05	16	02	-18140	85	A	-0.0951
533	11	2	14	15	24	-18134	90	T	0.0026
534	4	29	08	14	21	-18128	95	A	0.6855
534	10	23	05	58	31	-18122	100	T	-0.6706
535	3	19	18	23	03	-18117	67	P	-1.4214
535	4	18	08	46	00	-18116	105	P	1.4181
535	9	13	08	53	35	-18111	72	P	1.3492
535	10	12	20	41	05	-18110	110	P	-1.3867
536	3	8	03	03	20	-18105	77	T	-0.6277
536	9	1	14	46	58	-18099	82	A	0.6638
537	2	25	17	38	47	-18093	87	T	0.1042
537	8	21	15	11	00	-18087	92	A	-0.0655
538	2	15	09	55	22	-18081	97	T	0.8011
538	8	10	17	05	23	-18075	102	A	-0.8007
539	1	6	09	08	50	-18070	69	P	-1.2819
539	7	1	17	28	43	-18064	74	P	1.0946
539	7	31	01	59	11	-18063	112	P	-1.4926
539	12	26	11	34	47	-18058	79	A	-0.6307
540	6	20	10	20	03	-18052	84	T	0.3412
540	12	14	10	34	09	-18046	89	A	0.0481
541	6	10	02	50	36	-18040	94	T	-0.4110
541	12	3	13	46	02	-18034	99	A	0.7287
542	5	1	02	17	03	-18029	66	P	1.5210
542	5	30	14	29	43	-18028	104	P	-1.2269
542	10	24	13	17	43	-18023	71	P	-1.3387
542	11	23	00	17	46	-18022	109	P	1.3611
543	4	20	03	47	36	-18017	76	A	0.8042
543	10	14	05	17	17	-18011	81	T	-0.6727
544	4	8	04	57	52	-18005	86	A	0.0443
544	10	2	18	56	11	-17999	91	H	0.0204
545	3	28	12	14	46	-17993	96	H	-0.7037
545	9	22	02	14	07	-17987	101	A	0.7735
546	2	16	17	15	14	-17982	68	P	1.2180
546	3	18	02	03	51	-17981	106	P	-1.3810
546	8	12	10	33	38	-17976	73	P	-1.4255
546	9	11	03	08	29	-17975	111	P	1.5084
547	2	6	09	04	52	-17970	78	T	0.5514
547	8	1	14	11	39	-17964	83	A	-0.6385
548	1	26	20	38	24	-17958	88	A	-0.1555
548	7	21	01	11	40	-17952	93	T	0.1466
549	1	15	00	50	34	-17946	98	A	-0.8893
549	7	10	17	23	16	-17940	103	T	0.8737
549	12	5	05	24	43	-17935	70	P	1.4691
550	1	4	00	04	10	-17934	108	P	-1.5676
550	6	1	02	21	12	-17929	75	T	-0.9294
550	11	24	10	41	08	-17923	80	A	0.7247
551	5	21	12	03	10	-17917	85	A	-0.1758
551	11	13	22	58	58	-17911	90	T	0.0099
552	5	9	14	43	55	-17905	95	A	0.6036
552	11	2	14	40	31	-17899	100	T	-0.6599
553	3	30	01	36	59	-17894	67	P	-1.4722
553	4	28	15	28	11	-17893	105	P	1.3420
553	9	23	16	44	23	-17888	72	P	1.3878
553	10	23	05	04	32	-17887	110	P	-1.3739
554	3	19	10	50	53	-17882	77	T	-0.6709
554	9	12	22	04	16	-17876	82	A	0.7125
555	3	9	01	48	05	-17870	87	T	0.0661
555	9	1	22	10	54	-17864	92	A	-0.0078
556	2	26	18	11	34	-17858	97	T	0.7720
556	8	21	00	15	54	-17852	102	A	-0.7389
557	1	16	17	22	46	-17847	69	P	-1.2960
557	2	15	07	19	37	-17846	107	P	1.5318
557	7	12	00	53	15	-17841	74	P	1.1614
557	8	10	09	28	48	-17840	112	P	-1.4289
558	1	5	19	34	52	-17835	79	A	-0.6399
558	7	1	17	47	18	-17829	84	T	0.4151
558	12	25	18	39	29	-17823	89	A	0.0426
559	6	21	10	05	38	-17817	94	T	-0.3356
559	12	14	22	13	31	-17811	99	A	0.7249
560	6	9	21	19	05	-17805	104	P	-1.1513
560	11	3	21	59	52	-17800	71	P	-1.3462
560	12	3	09	04	19	-17799	109	P	1.3563
561	4	30	10	21	44	-17794	76	A	0.8809
561	10	24	13	51	05	-17788	81	T	-0.6889
562	4	19	11	52	38	-17782	86	A	0.1123
562	10	14	03	07	32	-17776	91	A	-0.0012
563	4	8	19	42	34	-17770	96	T	-0.6446
563	10	3	09	52	58	-17764	101	A	0.7436
564	2	28	01	33	23	-17759	68	P	1.2479
564	3	28	09	57	20	-17758	106	P	-1.3319
564	8	22	17	29	26	-17753	73	P	-1.4833
564	9	21	10	25	03	-17752	111	P	1.4674
565	2	16	17	24	45	-17747	78	T	0.5775
565	8	11	21	23	49	-17741	83	A	-0.6989
566	2	6	04	46	25	-17735	88	A	-0.1363
566	8	1	08	41	09	-17729	93	T	0.0813
567	1	26	08	42	35	-17723	98	A	-0.8736
567	7	22	00	58	05	-17717	103	T	0.8067
567	12	16	13	35	32	-17712	70	P	1.4706
568	1	15	07	58	02	-17711	108	P	-1.5540
568	6	11	09	30	11	-17706	75	P	-1.0093
568	12	4	19	15	08	-17700	80	A	0.7243
569	5	31	18	45	25	-17694	85	A	-0.2597
569	11	24	07	46	51	-17688	90	T	0.0138
570	5	20	21	08	40	-17682	95	A	0.5178
570	11	13	23	27	31	-17676	100	T	-0.6535
571	4	10	08	43	49	-17671	67	P	-1.5290
571	5	9	22	04	48	-17670	105	P	1.2603
571	10	5	00	42	18	-17665	72	P	1.4198
571	11	3	13	34	06	-17664	110	P	-1.3667
572	3	29	18	32	15	-17659	77	T	-0.7199
572	9	23	05	29	00	-17653	82	A	0.7542
573	3	19	09	51	21	-17647	87	T	0.0227
573	9	12	05	20	01	-17641	92	A	0.0423
574	3	9	02	20	50	-17635	97	T	0.7376
574	9	1	07	35	12	-17629	102	A	-0.6833
575	1	28	01	30	06	-17624	69	P	-1.3148
575	2	26	15	18	39	-17623	107	P	1.5066
575	7	23	08	23	04	-17618	74	P	1.2246
575	8	21	17	06	59	-17617	112	P	-1.3712
576	1	17	03	27	46	-17612	79	A	-0.6548
576	7	12	01	18	50	-17606	84	T	0.4854
577	1	5	02	41	11	-17600	89	A	0.0333
577	7	1	17	21	59	-17594	94	T	-0.2620
577	12	25	06	39	59	-17588	99	A	0.7192
578	6	21	04	06	40	-17582	104	P	-1.0747
578	11	15	06	46	56	-17577	71	P	-1.3502
578	12	14	17	51	39	-17576	109	P	1.3520
579	5	11	16	48	12	-17571	76	A	0.9636
579	11	4	22	31	51	-17565	81	T	-0.6992
580	4	29	18	41	16	-17559	86	A	0.1865
580	10	24	11	25	40	-17553	91	A	-0.0164
581	4	19	03	05	19	-17547	96	T	-0.5802
581	10	13	17	39	31	-17541	101	A	0.7204
582	3	10	09	44	48	-17536	68	P	1.2836
