39	12	4	13	22	43		-24243	91	P	1.27793					
40	4	30	01	03	44		-24238	58	A	1.00997					
40	10	24	16	38	23		-24232	63	H	-0.77012					
41	4	19	07	55	12		-24226	68	H	0.20617					
41	10	14	00	26	29		-24220	73	A	-0.07650					
42	4	8	21	32	55		-24214	78	T	-0.54495					
42	10	3	01	27	59		-24208	83	A	0.63666					
43	2	28	05	54	56		-24203	50	P	1.33282					
43	3	29	14	22	50		-24202	88	P	-1.25026					
43	8	23	10	29	24		-24197	55	P	-1.54950					
43	9	22	01	25	45		-24196	93	P	1.31785					
44	2	17	18	27	18		-24191	60	A	0.66522					
44	8	11	20	32	29		-24185	65	T	-0.74797					
45	2	5	23	46	01		-24179	70	A	-0.05141					
45	8	1	12	10	58		-24173	75	T	-0.00135					
46	1	25	23	27	44		-24167	80	H	-0.75611					
46	7	22	05	00	55		-24161	85	T	0.73316					
46	12	16	09	29	13		-24156	52	P	1.48095					
47	1	15	00	46	33		-24155	90	P	-1.41275					
47	6	12	07	18	52		-24150	57	P	-1.15324					
47	7	11	18	21	11		-24149	95	P	1.53475					
47	12	5	21	05	04		-24144	62	T	0.74129					
48	5	31	10	32	38		-24138	67	A	-0.40874					
48	11	24	12	30	37		-24132	72	T	0.06660					
49	5	20	11	14	55		-24126	77	A	0.35861					
49	11	14	03	07	23		-24120	82	H	-0.62133					
50	5	9	16	40	12		-24114	87	P	1.10266					
50	11	3	12	26	16		-24108	92	P	-1.37134					
51	3	30	21	31	32		-24103	59	H	-0.76832					
51	9	23	20	08	56		-24097	64	H	0.89603					
52	3	19	14	19	46		-24091	69	T	-0.05107					
52	9	11	21	21	08		-24085	74	A	0.16324					
53	3	9	04	19	50		-24079	79	H	0.70044					
53	9	1	05	30	09		-24073	84	H	-0.57244					
54	1	27	18	52	24		-24068	51	P	-1.45587					
54	2	26	11	36	06		-24067	89	P	1.49006					
54	7	23	12	24	49		-24062	56	P	1.28699					
54	8	21	20	03	00		-24061	94	P	-1.25503					
55	1	16	18	08	10		-24056	61	H	-0.77547					
55	7	13	04	47	27		-24050	66	T	0.58358					
56	1	5	21	05	55		-24044	71	A	-0.05312					
56	7	1	16	28	25		-24038	76	A	-0.18163					
56	12	25	07	17	01		-24032	81	T	0.63835					
57	6	20	20	59	48		-24026	86	H	-0.98097					
57	11	15	11	35	44		-24021	53	P	-1.40566					
57	12	14	22	16	02		-24020	91	P	1.27635					
58	5	11	07	39	43		-24015	58	P	1.08818					
58	11	5	01	09	33		-24009	63	H	-0.77893					
59	4	30	15	04	59		-24003	68	T	0.27611					
59	10	25	08	27	17		-23997	73	A	-0.09151					
60	4	19	05	08	37		-23991	78	T	-0.48151					
60	10	13	09	06	21		-23985	83	A	0.61315					
61	3	10	13	56	51		-23980	50	P	1.37508					
61	4	8	22	07	58		-23979	88	P	-1.19587					
61	10	2	09	05	59		-23973	93	P	1.28677					
62	2	28	02	17	57		-23968	60	A	0.70272					
62	8	23	04	17	32		-23962	65	H	-0.79523					
63	2	17	07	20	21		-23956	70	A	-0.01884					
63	8	12	20	00	01		-23950	75	T	-0.05652					
64	2	6	07	04	22		-23944	80	A	-0.73002					
64	8	1	12	36	36		-23938	85	T	0.67332					
64	12	26	17	57	27		-23933	52	P	1.48042					
65	1	25	08	47	53		-23932	90	P	-1.39311					
65	6	22	14	02	41		-23927	57	P	-1.23709					
65	7	22	01	29	31		-23926	95	P	1.47272					
65	12	16	05	53	00		-23921	62	T	0.74191					
66	6	11	16	53	37		-23915	67	A	-0.49809					
66	12	5	21	23	36		-23909	72	T	0.06830					
67	5	31	17	42	50		-23903	77	A	0.27115					
67	11	25	11	48	29		-23897	82	H	-0.62006					
68	5	19	23	36	46		-23891	87	P	1.02161					
68	11	13	20	43	18		-23885	92	P	-1.36881					
69	4	10	05	13	41		-23880	59	H	-0.82703					
69	10	4	03	40	27		-23874	64	H	0.92589					
70	3	30	22	08	25		-23868	69	T	-0.10529					
70	9	23	05	00	38		-23862	74	A	0.19768					
71	3	20	11	59	16		-23856	79	H	0.65388					
71	9	12	13	26	04		-23850	84	H	-0.53245					
72	2	8	02	30	31		-23845	51	P	-1.48369					
72	3	8	18	58	54		-23844	89	P	1.44947					
72	8	2	20	06	31		-23839	56	P	1.34632					
72	9	1	04	03	48		-23838	94	P	-1.20966					
73	1	27	01	54	53		-23833	61	H	-0.79400					
73	7	23	12	13	11		-23827	66	T	0.65208					
74	1	16	05	20	08		-23821	71	A	-0.06404					
74	7	12	23	24	25		-23815	76	A	-0.10643					
75	1	5	15	57	28		-23809	81	T	0.63149					
75	7	2	03	27	17		-23803	86	H	-0.89852					
75	11	26	20	25	48		-23798	53	P	-1.40963					
75	12	26	07	07	15		-23797	91	P	1.27318					
76	5	21	14	16	13		-23792	58	P	1.16634					
76	11	15	09	43	08		-23786	63	H	-0.78502					
77	5	10	22	12	02		-23780	68	T	0.34922					
77	11	4	16	33	05		-23774	73	A	-0.10171					
78	4	30	12	39	55		-23768	78	T	-0.41370					
78	10	24	16	51	57		-23762	83	A	0.59547					
79	3	21	21	49	33		-23757	50	P	1.42445					
79	4	20	05	47	03		-23756	88	P	-1.13658					
79	10	13	16	56	02		-23750	93	P	1.26264					
80	3	10	09	57	53		-23745	60	A	0.74815					
80	9	2	12	11	31		-23739	65	H	-0.83570					
81	2	27	14	44	01		-23733	70	A	0.02193					
81	8	23	03	56	25		-23727	75	T	-0.10539					
82	2	16	14	30	51		-23721	80	A	-0.69542					
82	8	12	20	18	38		-23715	85	T	0.61942					
83	1	7	02	23	29		-23710	52	P	1.48196					
83	2	5	16	43	12		-23709	90	P	-1.36814					
83	7	3	20	46	58		-23704	57	P	-1.31928					
83	8	2	08	41	37		-23703	95	P	1.41429					
83	12	27	14	40	23		-23698	62	T	0.74345					
84	6	21	23	14	34		-23692	67	A	-0.58687					
84	12	16	06	17	02		-23686	72	T	0.06979					
85	6	11	00	10	28		-23680	77	A	0.18257					
85	12	5	20	31	20		-23674	82	H	-0.62077					
86	5	31	06	34	11		-23668	87	H	0.93993					
86	11	25	05	01	42		-23662	92	P	-1.36805					
87	4	21	12	52	30		-23657	59	H	-0.88894					
87	10	15	11	19	56		-23651	64	H	0.94918					
88	4	10	05	51	07		-23645	69	T	-0.16442					
88	10	3	12	49	14		-23639	74	A	0.22550					
89	3	30	19	29	45		-23633	79	H	0.60061					
89	9	22	21	31	44		-23627	84	H	-0.49950					
90	2	18	09	57	05		-23622	51	P	-1.52041					
90	3	20	02	09	47		-23621	89	P	1.39961					
90	8	14	03	56	31		-23616	56	P	1.39915					
90	9	12	12	14	26		-23615	94	P	-1.17194					
91	2	7	09	33	07		-23610	61	H	-0.82031					
91	8	3	19	44	27		-23604	66	T	0.71532					
92	1	27	13	28	31		-23598	71	A	-0.08089					
92	7	23	06	23	36		-23592	76	A	-0.03455					
93	1	16	00	32	55		-23586	81	T	0.62006					
93	7	12	09	56	45		-23580	86	H	-0.81757					
93	12	7	05	17	54		-23575	53	P	-1.41214					
94	1	5	15	55	28		-23574	91	P	1.26769					
94	6	1	20	51	55		-23569	58	P	1.24578					
94	7	1	10	28	06		-23568	96	P	-1.55674					
94	11	26	18	19	03		-23563	63	H	-0.78877					
95	5	22	05	18	17		-23557	68	T	0.42414					
95	11	16	00	43	29		-23551	73	A	-0.10775					
96	5	10	20	07	24		-23545	78	T	-0.34213					
96	11	4	00	44	28		-23539	83	A	0.58331					
97	4	1	05	34	16		-23534	50	P	1.47993					
97	4	30	13	20	12		-23533	88	P	-1.07242					
97	10	24	00	54	39		-23527	93	P	1.24476					
98	3	21	17	27	57		-23522	60	H	0.80077					
98	9	13	20	14	59		-23516	65	H	-0.86899					
99	3	10	21	59	03		-23510	70	A	0.06917					
99	9	3	11	59	39		-23504	75	T	-0.14850					
100	2	27	21	50	34		-23498	80	A	-0.65487					
100	8	23	04	06	35		-23492	85	T	0.57113					
101	1	17	10	44	33		-23487	52	P	1.48848					
101	2	16	00	30	54		-23486	90	P	-1.33586					
101	7	14	03	33	27		-23481	57	P	-1.39846					
101	8	12	15	59	16		-23480	95	P	1.36081					
102	1	6	23	23	36		-23475	62	T	0.74893					
102	7	3	05	39	21		-23469	67	A	-0.67225					
102	12	27	15	06	40		-23463	72	T	0.07423					
103	6	22	06	42	36		-23457	77	A	0.09690					
103	12	17	05	12	37		-23451	82	H	-0.62095					
104	6	10	13	32	07		-23445	87	H	0.85741					
104	12	5	13	21	14		-23439	92	P	-1.36881					
105	5	1	20	25	05		-23434	59	H	-0.95605					
105	10	25	19	08	23		-23428	64	H	0.96561					
106	4	21	13	25	26		-23422	69	T	-0.23022					
106	10	14	20	48	36		-23416	74	A	0.24531					
107	4	11	02	51	37		-23410	79	H	0.54079					
107	10	4	05	45	51		-23404	84	H	-0.47286					
108	2	29	17	16	03		-23399	51	P	-1.56268					
108	3	30	09	12	34		-23398	89	P	1.34361					
108	8	24	11	52	30		-23393	56	P	1.44719					
108	9	22	20	32	44		-23392	94	P	-1.14036					
109	2	17	17	04	23		-23387	61	H	-0.85249					
109	8	14	03	20	32		-23381	66	H	0.77377					
110	2	6	21	31	26		-23375	71	A	-0.10306					
110	8	3	13	27	55		-23369	76	A	0.03217					
111	1	27	09	03	25		-23363	81	T	0.60394					
111	7	23	16	32	21		-23357	86	A	-0.74156					
111	12	18	14	08	42		-23352	53	P	-1.41588					
112	1	17	00	39	14		-23351	91	P	1.25871					
112	6	12	03	29	25		-23346	58	P	1.32419					
112	7	11	17	00	54		-23345	96	P	-1.47518					
112	12	7	02	54	55		-23340	63	H	-0.79207					
113	6	1	12	24	52		-23334	68	T	0.49990					
113	11	26	08	54	52		-23328	73	A	-0.11239					
114	5	22	03	33	04		-23322	78	T	-0.26844					
114	11	15	08	41	29		-23316	83	A	0.57441					
115	5	11	20	49	16		-23310	88	T	-1.00514					
115	11	4	08	59	49		-23304	93	P	1.23128					
116	4	1	00	48	12		-23299	60	H	0.86058					
116	9	24	04	27	53		-23293	65	H	-0.89521					
117	3	21	05	01	39		-23287	70	A	0.12624					
117	9	13	20	11	55		-23281	75	T	-0.18414					
118	3	10	05	00	18		-23275	80	A	-0.60555					
118	9	3	12	02	08		-23269	85	T	0.52956					
119	1	28	19	00	35		-23264	52	P	1.49973					
119	2	27	08	11	43		-23263	90	P	-1.29705					
119	7	25	10	23	58		-23258	57	P	-1.47314					
119	8	23	23	23	25		-23257	95	P	1.31305					
120	1	18	08	03	56		-23252	62	H	0.75734					
120	7	13	12	06	03		-23246	67	H	-0.75563					
121	1	6	23	54	29		-23240	72	T	0.08011					
121	7	2	13	18	02		-23234	77	A	0.01336					
121	12	27	13	51	15		-23228	82	A	-0.61965					
122	6	21	20	34	09		-23222	87	H	0.77714					
122	12	16	21	39	17		-23216	92	P	-1.36940					
123	5	13	03	56	04		-23211	59	P	-1.02495					
123	6	11	10	40	29		-23210	97	P	1.47638					
123	11	6	03	01	45		-23205	64	H	0.97816					
124	5	1	20	55	30		-23199	69	T	-0.29915					
124	10	25	04	55	29		-23193	74	A	0.25974					
125	4	21	10	04	24		-23187	79	H	0.47430					
125	10	14	14	09	16		-23181	84	H	-0.45330					
126	4	10	16	05	05		-23175	89	P	1.27981					
126	9	4	19	57	11		-23170	56	P	1.48815					
126	10	4	04	59	25		-23169	94	P	-1.11572					
127	3	1	00	26	16		-23164	61	H	-0.89275					
127	8	25	11	04	11		-23158	66	H	0.82513					
128	2	18	05	26	59		-23152	71	A	-0.13230					
128	8	13	20	36	50		-23146	76	A	0.09419					
129	2	6	17	27	20		-23140	81	T	0.58179					
129	8	2	23	13	02		-23134	86	A	-0.66950					
129	12	28	22	56	58		-23129	53	P	-1.42168					
130	1	27	09	16	18		-23128	91	P	1.24448					
130	6	23	10	09	50		-23123	58	P	1.40083					
130	7	22	23	40	39		-23122	96	P	-1.39783					
130	12	18	11	30	15		-23117	63	H	-0.79547					
131	6	12	19	32	32		-23111	68	T	0.57549					
131	12	7	17	07	11		-23105	73	A	-0.11568					
132	6	1	10	57	35		-23099	78	T	-0.19330					
132	11	25	16	42	26		-23093	83	A	0.56885					
133	5	22	04	13	54		-23087	88	H	-0.93459					
133	11	14	17	11	35		-23081	93	P	1.22244					
134	4	12	08	00	06		-23076	60	H	0.92615					
134	10	5	12	48	42		-23070	65	H	-0.91553					
135	4	1	11	56	59		-23064	70	A	0.18870					
135	9	25	04	31	41		-23058	75	T	-0.21349					
136	3	20	12	02	56		-23052	80	A	-0.54996					
136	9	13	20	04	13		-23046	85	T	0.49418					
137	2	8	03	10	17		-23041	52	P	1.51665					
137	3	9	15	45	09		-23040	90	P	-1.25120					
137	8	4	17	19	50		-23035	57	P	-1.54201					
137	9	3	06	54	50		-23034	95	P	1.27202					
138	1	28	16	36	40		-23029	62	H	0.77218					
138	7	24	18	40	22		-23023	67	H	-0.83219					
139	1	18	08	36	09		-23017	72	T	0.09051					
139	7	13	19	59	45		-23011	77	A	-0.06570					
140	1	7	22	25	03		-23005	82	A	-0.61519					
140	7	2	03	40	01		-22999	87	T	0.69917					
140	12	27	05	54	14		-22993	92	P	-1.36782					
141	5	23	11	22	36		-22988	59	P	-1.09751					
141	6	21	18	03	10		-22987	97	P	1.40130					
141	11	16	11	02	03		-22982	64	H	0.98530					
142	5	13	04	19	47		-22976	69	T	-0.37238					
142	11	5	13	09	58		-22970	74	A	0.26866					
143	5	2	17	10	49		-22964	79	H	0.40331					
143	10	25	22	40	28		-22958	84	T	-0.43976					
144	4	20	22	49	28		-22952	89	P	1.20961					
144	9	15	04	08	27		-22947	56	P	1.52380					
144	10	14	13	33	18		-22946	94	P	-1.09694					
145	3	11	07	41	29		-22941	61	H	-0.93889					
145	9	4	18	54	05		-22935	66	H	0.87078					
146	2	28	13	15	40		-22929	71	A	-0.16833					
146	8	25	03	53	00		-22923	76	A	0.14958					
147	2	18	01	45	21		-22917	81	T	0.55392					
147	8	14	06	00	32		-22911	86	A	-0.60287					
148	1	9	07	41	02		-22906	53	P	-1.43095					
148	2	7	17	47	15		-22905	91	P	1.22531					
148	7	3	16	55	24		-22900	58	P	1.47398					
148	8	2	06	28	06		-22899	96	P	-1.32531					
148	12	28	20	01	10		-22894	63	H	-0.80185					
149	6	23	02	43	10		-22888	68	T	0.64943					
149	12	18	01	17	13		-22882	73	A	-0.12056					
150	6	12	18	23	21		-22876	78	T	-0.11882					
150	12	7	00	43	24		-22870	83	A	0.56283					
151	6	2	11	37	18		-22864	88	H	-0.86304					
151	11	26	01	27	26		-22858	93	P	1.21588					
152	4	22	15	02	17		-22853	60	A	0.99879					
152	10	15	21	18	27		-22847	65	H	-0.92931					
153	4	11	18	41	41		-22841	70	A	0.25985					
153	10	5	13	00	06		-22835	75	T	-0.23565					
154	3	31	18	56	27		-22829	80	A	-0.48607					
154	9	25	04	14	39		-22823	85	T	0.46623					
155	2	19	11	14	14		-22818	52	P	1.53885					
155	3	20	23	12	34		-22817	90	P	-1.19940					
155	9	14	14	32	29		-22811	95	P	1.23659					
156	2	9	01	04	58		-22806	62	H	0.79133					
156	8	4	01	19	50		-22800	67	H	-0.90420					
157	1	28	17	12	10		-22794	72	T	0.10579					
157	7	24	02	47	57		-22788	77	A	-0.14033					
158	1	18	06	53	34		-22782	82	A	-0.60697					
158	7	13	10	52	26		-22776	87	T	0.62527					
159	1	7	14	03	37		-22770	92	P	-1.36242					
159	6	3	18	49	58		-22765	59	P	-1.16960					
159	7	3	01	30	30		-22764	97	P	1.32934					
159	11	27	19	04	44		-22759	64	H	0.99072					
160	5	23	11	40	21		-22753	69	T	-0.44824					
160	11	15	21	29	42		-22747	74	A	0.27403					
161	5	13	00	10	31		-22741	79	H	0.32783					
161	11	5	07	17	33		-22735	84	T	-0.43043					
162	5	2	05	26	19		-22729	89	P	1.13355					
162	10	25	22	14	09		-22723	94	P	-1.08406					
163	3	22	14	48	32		-22718	61	H	-0.99234					
163	9	16	02	50	55		-22712	66	H	0.90999					
164	3	10	20	57	03		-22706	71	H	-0.21138					
164	9	4	11	15	58		-22700	76	A	0.19855					
165	2	28	09	54	24		-22694	81	T	0.51820					
165	8	24	12	56	19		-22688	86	A	-0.54303					
166	1	19	16	19	49		-22683	53	P	-1.44441					
166	2	18	02	10	08		-22682	91	P	1.19992					
166	7	14	23	46	58		-22677	58	P	1.54274					
166	8	13	13	24	32		-22676	96	P	-1.25906					
167	1	9	04	27	40		-22671	63	H	-0.81119					
167	7	4	09	58	08		-22665	68	T	0.72061					
167	12	29	09	25	20		-22659	73	A	-0.12638					
168	6	23	01	49	09		-22653	78	T	-0.04416					
168	12	17	08	45	39		-22647	83	A	0.55771					
169	6	12	18	59	11		-22641	88	H	-0.79049					
169	12	6	09	45	29		-22635	93	P	1.21035					
170	5	3	21	58	25		-22630	60	P	1.07513					
170	10	27	05	54	48		-22624	65	H	-0.93842					
171	4	23	01	20	53		-22618	70	A	0.33479					
171	10	16	21	34	00		-22612	75	T	-0.25304					
172	4	11	01	44	48		-22606	80	A	-0.41731					
172	10	5	12	31	43		-22600	85	T	0.44465					
173	3	31	06	32	02		-22594	90	P	-1.14010					
173	9	24	22	18	30		-22588	95	P	1.20873					
174	2	19	09	24	15		-22583	62	H	0.81808					
174	8	15	08	08	42		-22577	67	H	-0.96829					
175	2	9	01	39	44		-22571	72	T	0.12767					
175	8	4	09	45	20		-22565	77	A	-0.20806					
176	1	29	15	14	08		-22559	82	A	-0.59306					
176	7	23	18	09	57		-22553	87	T	0.55481					
177	1	17	22	07	01		-22547	92	P	-1.35299					
177	6	14	02	15	44		-22542	59	P	-1.24254					
177	7	13	09	01	01		-22541	97	P	1.25984					
177	12	8	03	09	45		-22536	64	H	0.99432					
178	6	3	18	57	52		-22530	69	T	-0.52570					
178	11	27	05	54	15		-22524	74	A	0.27573					
179	5	24	07	05	26		-22518	79	H	0.24914					
179	11	16	15	59	36		-22512	84	T	-0.42490					
180	5	12	11	57	48		-22506	89	P	1.05341					
180	11	5	07	00	23		-22500	94	P	-1.07560					
181	4	1	21	48	16		-22495	61	P	-1.05211					
181	9	26	10	54	58		-22489	66	H	0.94251					
182	3	22	04	32	20		-22483	71	H	-0.26041					
182	9	15	18	46	01		-22477	76	A	0.24079					
183	3	11	17	57	24		-22471	81	T	0.47694					
183	9	4	20	00	51		-22465	86	A	-0.49041					
184	1	31	00	51	38		-22460	53	P	-1.46330					
184	2	29	10	25	01		-22459	91	P	1.16827					
184	8	23	20	30	03		-22453	96	P	-1.19908					
185	1	19	12	47	11		-22448	63	H	-0.82577					
185	7	14	17	18	55		-22442	68	H	0.78783					
186	1	8	17	26	26		-22436	73	A	-0.13775					
186	7	4	09	19	09		-22430	78	T	0.02736					
186	12	28	16	44	52		-22424	83	A	0.54941					
187	6	24	02	21	13		-22418	88	T	-0.71837					
187	12	17	18	04	14		-22412	93	P	1.20453					
188	5	14	04	47	26		-22407	60	P	1.15633					
188	6	12	15	45	58		-22406	98	P	-1.52913					
188	11	6	14	37	46		-22401	65	H	-0.94248					
189	5	3	07	50	53		-22395	70	A	0.41690					
189	10	27	06	15	45		-22389	75	T	-0.26382					
190	4	22	08	26	37		-22383	80	A	-0.34249					
190	10	16	20	55	14		-22377	85	H	0.42907					
191	4	11	13	46	58		-22371	90	P	-1.07595					
191	10	6	06	11	13		-22365	95	P	1.18686					
192	3	1	17	37	22		-22360	62	H	0.85043					
192	8	25	15	04	26		-22354	67	P	-1.02664					
193	2	19	10	00	28		-22348	72	T	0.15510					
193	8	14	16	51	16		-22342	77	A	-0.26938					
194	2	8	23	26	20		-22336	82	A	-0.57310					
194	8	4	01	36	27		-22330	87	T	0.49098					
195	1	29	06	02	53		-22324	92	P	-1.33838					
195	6	25	09	43	40		-22319	59	P	-1.31375					
195	7	24	16	36	52		-22318	97	P	1.19435					
195	12	19	11	13	43		-22313	64	A	0.99894					
196	6	14	02	14	39		-22307	69	T	-0.60293					
196	12	7	14	19	55		-22301	74	A	0.27749					
197	6	3	13	56	28		-22295	79	A	0.16811					
197	11	27	00	44	44		-22289	84	T	-0.42141					
198	5	23	18	25	14		-22283	89	H	0.96997					
198	11	16	15	49	51		-22277	94	P	-1.06998					
199	4	13	04	41	57		-22272	61	P	-1.11723					
199	10	7	19	06	24		-22266	66	H	0.96814					
200	4	1	11	59	52		-22260	71	H	-0.31673					
200	9	26	02	24	01		-22254	76	A	0.27562					
201	3	22	01	51	55		-22248	81	T	0.42826					
201	9	15	03	14	59		-22242	86	A	-0.44550					
202	2	10	09	15	21		-22237	53	P	-1.48859					
202	3	11	18	31	08		-22236	91	P	1.12976					
202	9	4	03	46	41		-22230	96	P	-1.14706					
203	1	30	21	00	15		-22225	63	H	-0.84506					
203	7	26	00	44	53		-22219	68	H	0.85146					
204	1	20	01	22	49		-22213	73	A	-0.15241					
204	7	14	16	52	01		-22207	78	T	0.09673					
205	1	8	00	40	49		-22201	83	A	0.53840					
205	7	4	09	44	31		-22195	88	T	-0.64790					
205	12	28	02	21	45		-22189	93	P	1.19690					
206	5	25	11	32	59		-22184	60	P	1.23876					
206	6	23	22	45	08		-22183	98	P	-1.45949					
206	11	17	23	23	34		-22178	65	H	-0.94481					
207	5	14	14	18	10		-22172	70	A	0.50069					
207	11	7	15	01	25		-22166	75	T	-0.27129					
208	5	2	15	03	30		-22160	80	A	-0.26287					
208	10	27	05	24	11		-22154	85	H	0.41870					
209	4	21	20	56	08		-22148	90	P	-1.00566					
209	10	16	14	10	44		-22142	95	P	1.17114					
210	3	13	01	41	01		-22137	62	H	0.89084					
210	9	5	22	11	23		-22131	67	P	-1.07579					
211	3	2	18	11	55		-22125	72	T	0.18981					
211	8	26	00	06	38		-22119	77	A	-0.32365					
212	2	20	07	29	09		-22113	82	A	-0.54626					
212	8	14	09	10	27		-22107	87	T	0.43278					
213	2	8	13	48	41		-22101	92	P	-1.31628					
213	7	5	17	12	51		-22096	59	P	-1.38363					
213	8	4	00	18	38		-22095	97	P	1.13356					
213	12	29	19	16	43		-22090	64	A	1.00456					
214	6	25	09	30	57		-22084	69	T	-0.67980					
214	12	18	22	46	20		-22078	74	A	0.27932					
215	6	14	20	45	39		-22072	79	A	0.08653					
215	12	8	09	32	11		-22066	84	T	-0.41950					
216	6	3	00	48	38		-22060	89	H	0.88342					
216	11	27	00	42	44		-22054	94	P	-1.06747					
217	4	23	11	30	42		-22049	61	P	-1.18642					
217	10	18	03	23	36		-22043	66	H	0.98831					
218	4	12	19	22	55		-22037	71	T	-0.37756					
218	10	7	10	09	12		-22031	76	A	0.30361					
219	4	2	09	41	08		-22025	81	T	0.37462					
219	9	26	10	37	11		-22019	86	A	-0.40719					
