Year	Month	Day	Hour	Minute	Second	Catalog	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
-2547	5	26	14	53	05	0	T	—	—	16S	88E
-2547	11	20	16	01	46	0	T	—	—	14N	82W
-2546	5	16	00	21	44	0	T	—	—	12S	148W
-2546	11	09	21	31	40	0	P	—	—	10N	3W
-2545	4	06	09	17	42	0	Pen	—	—	1N	52W
-2545	5	05	15	50	32	0	Pen	—	—	8S	82E
-2545	9	30	01	59	13	0	Pen	—	—	5S	17E
-2544	3	26	01	36	20	0	P	—	—	6N	168W
-2544	9	18	05	56	24	0	P	—	—	10S	66E
-2543	3	15	12	52	16	0	T	—	—	11N	13W
-2543	9	07	17	15	12	0	T	—	—	14S	140W
-2542	3	04	16	47	34	0	P	—	—	15N	36E
-2542	8	28	08	58	42	0	P	—	—	18S	90E
-2541	1	23	01	01	03	0	Pen	—	—	22N	116E
-2541	7	19	14	12	37	0	Pen	—	—	23S	126E
-2541	8	18	00	29	39	0	Pen	—	—	22S	55W
-2540	1	12	08	01	06	0	P	—	—	23N	150W
-2540	7	07	21	46	22	0	P	—	—	23S	125W
-2540	12	31	21	26	03	0	T	—	—	24N	34E
-2539	6	26	23	08	26	0	T	—	—	23S	121W
-2539	12	21	13	20	29	0	P	—	—	23N	96W
-2538	6	16	00	34	24	0	P	—	—	22S	102W
-2538	11	11	12	58	36	0	Pen	—	—	10N	136W
-2537	5	06	23	50	29	0	P	—	—	8S	157W
-2537	10	31	16	21	56	0	P	—	—	7N	102W
-2536	4	25	16	16	36	0	T	—	—	5S	73E
-2536	10	19	15	20	35	0	T	—	—	2N	128W
-2535	4	15	09	12	31	0	P	—	—	2S	43W
-2535	10	08	17	31	29	0	P	—	—	1S	94W
-2534	3	06	10	04	56	0	Pen	—	—	15N	67W
-2534	4	04	22	02	21	0	Pen	—	—	2N	142E
-2534	8	29	16	21	38	0	Pen	—	—	18S	164W
-2534	9	28	03	06	02	0	Pen	—	—	5S	30E
-2533	2	23	12	12	14	0	P	—	—	18N	48W
-2533	8	19	08	35	57	0	P	—	—	20S	81E
-2532	2	12	12	31	06	0	T	—	—	20N	44W
-2532	8	07	23	18	05	0	T	—	—	22S	80W
-2531	1	31	18	07	46	0	P	—	—	21N	20E
-2531	7	28	08	14	03	0	P	—	—	23S	45E
-2531	12	22	20	39	50	0	Pen	—	—	24N	25E
-2530	1	21	06	37	52	0	Pen	—	—	22N	156W
-2530	6	17	18	42	20	0	Pen	—	—	22S	170E
-2530	12	12	12	22	10	0	P	—	—	21N	120W
-2529	6	06	21	32	15	0	T	—	—	19S	156W
-2529	12	02	00	33	59	0	T	—	—	18N	64E
-2528	5	26	07	27	24	0	T	—	—	15S	32W
-2528	11	20	05	42	17	0	P	—	—	14N	128E
-2527	4	16	16	43	49	0	Pen	—	—	3S	79E
-2527	5	15	23	11	02	0	Pen	—	—	11S	163W
-2527	10	10	09	57	36	0	Pen	—	—	0S	148E
-2526	4	06	08	56	58	0	P	—	—	2N	52W
-2526	9	29	14	10	53	0	P	—	—	5S	163W
-2525	3	26	19	52	27	0	T	—	—	7N	103E
-2525	9	19	01	42	57	0	T	—	—	10S	6E
-2524	3	14	23	29	36	0	P	—	—	11N	137E
-2524	9	07	17	23	51	0	P	—	—	15S	139W
-2523	2	02	08	29	28	0	Pen	—	—	21N	129W
-2523	3	03	23	46	36	0	Pen	—	—	16N	141E
-2523	7	29	21	44	03	0	Pen	—	—	22S	104W
-2523	8	28	08	35	57	0	Pen	—	—	19S	90E
-2522	1	22	16	04	30	0	P	—	—	23N	19W
-2522	7	19	04	42	05	0	P	—	—	23S	9W
-2521	1	12	05	54	31	0	T	—	—	24N	180W
-2521	7	08	05	41	34	0	T	—	—	24S	5W
-2520	1	01	21	56	52	0	P	—	—	25N	50E
-2520	6	26	07	17	11	0	P	—	—	23S	2W
-2520	11	21	21	24	54	0	Pen	—	—	14N	5W
-2520	12	21	11	31	29	0	Pen	—	—	24N	111W
-2519	5	17	07	01	55	0	P	—	—	12S	41W
-2519	11	11	00	27	12	0	P	—	—	11N	29E
-2518	5	06	23	39	24	0	T	—	—	9S	157W
-2518	10	30	23	22	16	0	T	—	—	7N	3E
-2517	4	26	16	28	59	0	P	—	—	6S	73E
-2517	10	20	01	51	18	0	P	—	—	3N	37E
-2516	3	16	17	01	06	0	Pen	—	—	11N	48E
-2516	4	15	04	56	29	0	Pen	—	—	2S	103W
-2516	9	09	00	45	56	0	Pen	—	—	15S	18W
-2516	10	08	11	43	00	0	Pen	—	—	1S	176E
-2515	3	05	18	58	19	0	P	—	—	14N	67E
-2515	8	29	16	52	45	0	P	—	—	17S	148W
-2514	2	22	19	36	28	0	T	—	—	17N	71E
-2514	8	19	07	11	08	0	T	—	—	20S	51E
-2513	2	12	01	49	35	0	P	—	—	19N	151E
-2513	8	08	15	30	31	0	P	—	—	21S	176E
-2512	1	03	05	17	05	0	Pen	—	—	25N	156E
-2512	2	01	14	48	37	0	Pen	—	—	21N	25W
-2512	6	28	01	11	08	0	Pen	—	—	24S	90W
-2512	7	27	17	11	19	0	Pen	—	—	22S	180E
-2512	12	22	21	01	43	0	P	—	—	23N	26E
-2511	6	17	04	18	54	0	P	—	—	22S	56W
-2511	12	12	09	00	51	0	T	—	—	21N	165W
-2510	6	06	14	38	23	0	T	—	—	19S	99E
-2510	12	01	13	48	51	0	P	—	—	17N	101W
-2509	4	28	00	08	12	0	Pen	—	—	7S	166W
-2509	5	27	06	33	59	0	P	—	—	15S	32W
-2509	10	21	18	01	00	0	Pen	—	—	4N	81W
-2509	11	20	13	06	14	0	Pen	—	—	13N	127W
-2508	4	16	16	10	33	0	P	—	—	3S	64E
-2508	10	09	22	33	10	0	P	—	—	1S	17W
-2507	4	06	02	43	43	0	T	—	—	2N	142W
-2507	9	29	10	18	11	0	T	—	—	6S	137E
-2506	3	26	06	03	01	0	P	—	—	7N	108W
-2506	9	19	01	57	04	0	P	—	—	11S	7E
-2505	2	13	15	49	23	0	Pen	—	—	18N	2E
-2505	3	15	06	30	14	0	Pen	—	—	12N	104W
-2505	8	10	05	21	59	0	Pen	—	—	20S	12E
-2505	9	08	16	50	00	0	Pen	—	—	15S	139W
-2504	2	02	23	59	51	0	P	—	—	21N	111E
-2504	7	29	11	44	26	0	P	—	—	23S	106E
-2503	1	22	14	14	29	0	T	—	—	23N	49W
-2503	7	18	12	23	19	0	T	—	—	24S	95E
-2502	1	12	06	26	29	0	P	—	—	25N	180W
-2502	7	07	14	07	35	0	P	—	—	24S	114E
-2502	12	03	05	48	37	0	Pen	—	—	17N	141E
-2501	1	01	19	53	19	0	Pen	—	—	25N	20E
-2501	5	28	14	15	12	0	Pen	—	—	15S	75E
-2501	6	26	22	42	40	0	Pen	—	—	24S	121W
-2501	11	22	08	31	55	0	P	—	—	15N	175E
-2500	5	17	07	00	46	0	T	—	—	13S	41W
-2500	11	10	07	26	32	0	T	—	—	11N	134E
-2499	5	06	23	43	00	0	T	—	—	10S	156W
-2499	10	30	10	14	09	0	P	—	—	7N	168E
-2498	3	27	23	50	29	0	Pen	—	—	7N	164E
-2498	4	26	11	47	36	0	Pen	—	—	7S	13E
-2498	9	20	09	17	34	0	Pen	—	—	11S	113E
-2498	10	19	20	24	25	0	Pen	—	—	4N	53W
-2497	3	17	01	36	37	0	P	—	—	11N	177W
-2497	9	10	01	16	45	0	P	—	—	14S	17W
-2496	3	05	02	33	38	0	T	—	—	14N	173W
-2496	8	29	15	12	05	0	T	—	—	17S	178W
-2495	2	22	09	21	53	0	P	—	—	17N	94W
-2495	8	18	22	56	55	0	P	—	—	19S	69W
-2494	1	13	13	46	07	0	Pen	—	—	25N	58W
-2494	2	11	22	50	35	0	Pen	—	—	19N	106E
-2494	7	09	07	48	08	0	Pen	—	—	25S	26E
-2494	8	08	00	10	13	0	Pen	—	—	21S	65W
-2493	1	03	05	34	13	0	P	—	—	24N	171E
-2493	6	28	11	11	54	0	P	—	—	23S	60E
-2493	12	23	17	21	24	0	T	—	—	23N	34W
-2492	6	16	21	52	59	0	T	—	—	21S	146W
-2492	12	11	21	51	24	0	P	—	—	20N	30E
-2491	6	06	13	58	39	0	P	—	—	18S	84E
-2491	11	01	02	08	44	0	Pen	—	—	9N	49E
-2491	11	30	21	05	45	0	Pen	—	—	17N	4E
-2490	4	27	23	20	15	0	P	—	—	7S	180E
-2490	10	21	07	01	29	0	P	—	—	4N	114E
-2489	4	17	09	28	22	0	T	—	—	2S	41W
-2489	10	10	18	59	54	0	T	—	—	1S	77W
-2488	4	05	12	29	48	0	P	—	—	3N	7W
-2488	9	29	10	36	37	0	P	—	—	6S	153E
-2487	2	23	23	01	58	0	Pen	—	—	15N	118E
-2487	3	25	13	08	23	0	Pen	—	—	8N	3W
-2487	8	20	13	07	58	0	Pen	—	—	18S	143E
-2487	9	19	01	10	50	0	Pen	—	—	11S	8W
-2486	2	13	07	49	00	0	P	—	—	19N	118W
-2486	8	09	18	54	08	0	P	—	—	21S	138W
-2485	2	02	22	27	24	0	T	—	—	22N	82E
-2485	7	29	19	13	52	0	T	—	—	23S	149W
-2484	1	23	14	46	19	0	P	—	—	24N	34W
-2484	7	17	21	08	03	0	P	—	—	25S	130W
-2484	12	13	14	05	51	0	Pen	—	—	20N	88W
-2483	1	12	04	04	48	0	Pen	—	—	25N	151E
-2483	6	07	21	33	24	0	Pen	—	—	18S	155W
-2483	7	07	06	04	19	0	Pen	—	—	25S	6W
-2483	12	02	16	32	00	0	P	—	—	18N	54W
-2482	5	28	14	24	25	0	T	—	—	16S	75E
-2482	11	21	15	31	06	0	T	—	—	15N	80W
-2481	5	18	06	53	59	0	T	—	—	14S	40W
-2481	11	10	18	41	02	0	P	—	—	12N	46W
-2480	4	07	06	30	14	0	Pen	—	—	3N	80W
-2480	5	06	18	32	49	0	Pen	—	—	11S	129E
-2480	9	30	17	57	33	0	Pen	—	—	6S	101W
-2480	10	30	05	10	36	0	Pen	—	—	8N	93E
-2479	3	27	08	06	08	0	P	—	—	7N	76W
-2479	9	20	09	49	06	0	P	—	—	10S	128E
-2478	3	16	09	25	11	0	T	—	—	10N	72W
-2478	9	09	23	19	32	0	T	—	—	13S	47W
-2477	3	05	16	49	35	0	P	—	—	13N	37E
-2477	8	30	06	29	57	0	P	—	—	16S	47E
-2476	1	24	22	07	40	0	Pen	—	—	24N	73E
-2476	2	23	06	44	47	0	Pen	—	—	16N	123W
-2476	7	19	14	33	04	0	Pen	—	—	25S	142E
-2476	8	18	07	18	11	0	Pen	—	—	19S	51E
-2475	1	13	13	58	48	0	P	—	—	24N	58W
-2475	7	08	18	14	15	0	P	—	—	24S	176E
-2474	1	03	01	33	01	0	T	—	—	24N	112E
-2474	6	28	05	15	38	0	T	—	—	23S	30W
-2474	12	23	05	46	36	0	P	—	—	22N	161E
-2473	6	17	21	26	55	0	P	—	—	20S	160W
-2473	11	12	10	18	11	0	Pen	—	—	13N	180W
-2473	12	12	05	01	06	0	Pen	—	—	19N	135E
-2472	5	08	06	26	12	0	P	—	—	11S	64W
-2472	10	31	15	33	24	0	P	—	—	8N	101W
-2471	4	27	16	07	14	0	T	—	—	6S	75E
-2471	10	21	03	46	47	0	T	—	—	3N	69E
-2470	4	16	18	50	41	0	P	—	—	1S	109E
-2470	10	10	19	21	47	0	P	—	—	2S	77W
-2469	3	07	06	07	03	0	Pen	—	—	12N	126W
-2469	4	05	19	41	05	0	Pen	—	—	4N	113E
-2469	8	31	21	01	35	0	Pen	—	—	15S	86W
-2469	9	30	09	38	35	0	Pen	—	—	7S	138E
-2468	2	24	15	28	48	0	P	—	—	16N	2W
-2468	8	20	02	12	28	0	P	—	—	19S	22W
-2467	2	13	06	31	40	0	T	—	—	20N	132W
-2467	8	09	02	14	12	0	T	—	—	22S	33W
-2466	2	02	22	58	04	0	P	—	—	23N	97E
-2466	7	29	04	18	20	0	P	—	—	24S	14W
-2466	12	24	22	17	45	0	Pen	—	—	22N	42E
-2465	1	23	12	08	21	0	Pen	—	—	25N	78W
-2465	6	19	04	54	54	0	Pen	—	—	20S	39W
-2465	7	18	13	33	01	0	Pen	—	—	25S	125E
-2465	12	14	00	28	56	0	P	—	—	21N	61E
-2464	6	07	21	49	49	0	T	—	—	19S	154W
-2464	12	01	23	33	30	0	T	—	—	19N	50E
-2463	5	28	14	05	51	0	T	—	—	17S	75E
-2463	11	21	03	08	03	0	P	—	—	16N	84E
-2462	5	18	01	16	53	0	Pen	—	—	14S	130W
-2462	10	12	02	41	51	0	Pen	—	—	2S	45E
-2462	11	10	13	57	30	0	Pen	—	—	12N	121W
-2461	4	07	14	30	37	0	P	—	—	2N	40E
-2461	10	01	18	27	04	0	P	—	—	6S	101W
-2460	3	26	16	09	24	0	T	—	—	6N	44E
-2460	9	20	07	34	27	0	T	—	—	9S	99E
-2459	3	16	00	09	38	0	P	—	—	10N	153E
-2459	9	09	14	11	19	0	P	—	—	13S	178E
-2458	2	04	06	20	00	0	Pen	—	—	23N	157W
-2458	3	05	14	31	20	0	Pen	—	—	12N	7E
-2458	7	30	21	28	39	0	Pen	—	—	24S	117W
-2458	8	29	14	36	40	0	Pen	—	—	16S	178W
-2457	1	24	22	14	09	0	P	—	—	24N	73E
-2457	7	20	01	24	40	0	P	—	—	25S	68W
-2456	1	14	09	36	08	0	T	—	—	24N	118W
-2456	7	08	12	44	47	0	T	—	—	24S	101E
-2455	1	02	13	33	44	0	P	—	—	23N	68W
-2455	6	28	05	00	14	0	P	—	—	22S	29W
-2455	11	22	18	29	05	0	Pen	—	—	17N	49W
-2455	12	22	12	52	24	0	Pen	—	—	21N	95W
-2454	5	19	13	30	17	0	Pen	—	—	15S	66E
-2454	6	17	21	39	44	0	Pen	—	—	20S	145W
-2454	11	12	00	07	55	0	P	—	—	12N	30E
-2453	5	08	22	42	40	0	T	—	—	10S	169W
-2453	11	01	12	37	00	0	T	—	—	8N	145W
-2452	4	27	01	07	06	0	P	—	—	6S	150W
-2452	10	21	04	10	59	0	P	—	—	3N	69E
-2451	3	17	13	06	57	0	Pen	—	—	8N	11W
-2451	4	16	02	11	28	0	Pen	—	—	1S	146W
-2451	9	11	05	01	40	0	Pen	—	—	11S	45E
-2451	10	10	18	09	56	0	Pen	—	—	2S	91W
-2450	3	06	23	03	41	0	P	—	—	13N	129E
-2450	8	31	09	39	18	0	P	—	—	16S	109E
-2449	2	24	14	28	10	0	T	—	—	17N	17W
-2449	8	20	09	24	28	0	T	—	—	19S	83E
-2448	2	14	06	59	45	0	P	—	—	20N	132W
-2448	8	08	11	40	33	0	P	—	—	22S	117E
-2447	1	04	06	19	17	0	Pen	—	—	23N	173E
-2447	2	02	19	59	39	0	Pen	—	—	23N	52E
-2447	6	29	12	24	20	0	Pen	—	—	22S	77E
-2447	7	28	21	12	57	0	Pen	—	—	25S	119W
-2447	12	24	08	18	14	0	P	—	—	22N	168W
-2446	6	19	05	18	31	0	P	—	—	21S	38W
-2446	12	13	07	32	52	0	T	—	—	21N	179W
-2445	6	08	21	17	42	0	T	—	—	20S	169W
-2445	12	02	11	34	22	0	P	—	—	19N	130W
-2444	5	28	07	57	56	0	Pen	—	—	18S	15W
-2444	10	22	11	32	03	0	Pen	—	—	3N	169W
-2444	11	20	22	45	59	0	Pen	—	—	16N	25E
-2443	4	17	20	49	37	0	P	—	—	2S	140E
-2443	10	12	03	10	13	0	P	—	—	1S	45E
-2442	4	06	22	50	52	0	T	—	—	2N	159E
-2442	10	01	15	55	17	0	T	—	—	5S	130W
-2441	3	27	07	25	06	0	P	—	—	6N	91W
-2441	9	20	21	59	11	0	P	—	—	9S	51W
-2440	2	15	14	24	51	0	Pen	—	—	20N	26W
-2440	3	15	22	11	42	0	Pen	—	—	9N	123E
-2440	8	10	04	34	19	0	Pen	—	—	23S	13E
-2440	9	08	22	04	13	0	Pen	—	—	12S	62W
-2439	2	04	06	20	00	0	P	—	—	22N	156W
-2439	7	30	08	46	27	0	P	—	—	24S	62E
-2438	1	24	17	29	28	0	T	—	—	23N	2W
-2438	7	19	20	21	59	0	T	—	—	24S	143W
-2437	1	13	21	11	39	0	P	—	—	23N	47E
-2437	7	09	12	39	35	0	P	—	—	23S	101E
-2437	12	04	02	37	06	0	Pen	—	—	20N	97E
-2436	1	02	20	35	05	0	Pen	—	—	22N	36E
-2436	5	29	20	33	21	0	Pen	—	—	18S	178W
-2436	6	28	05	03	59	0	Pen	—	—	22S	29W
-2436	11	22	08	42	25	0	P	—	—	16N	176E
-2435	5	19	05	16	04	0	T	—	—	14S	69W
-2435	11	11	21	27	56	0	T	—	—	12N	15W
-2434	5	08	07	21	38	0	T	—	—	10S	50W
-2434	11	01	13	03	21	0	P	—	—	7N	145W
-2433	4	27	08	38	06	0	Pen	—	—	5S	31W
-2433	9	22	13	09	24	0	Pen	—	—	7S	175E
-2433	10	22	02	46	27	0	Pen	—	—	2N	55E
-2432	3	17	06	30	57	0	P	—	—	9N	100W
-2432	9	10	17	15	04	0	P	—	—	12S	136W
-2431	3	06	22	16	36	0	T	—	—	13N	114E
-2431	8	30	16	46	07	0	T	—	—	16S	147W
-2430	2	24	14	53	57	0	P	—	—	17N	1W
-2430	8	19	19	12	00	0	P	—	—	20S	128W
-2429	1	15	14	13	12	0	Pen	—	—	23N	56W
-2429	2	14	03	42	11	0	Pen	—	—	21N	177W
-2429	7	10	19	59	13	0	Pen	—	—	23S	152W
-2429	8	09	05	01	06	0	Pen	—	—	23S	12E
-2428	1	04	16	00	11	0	P	—	—	23N	37W
-2428	6	29	12	51	41	0	P	—	—	23S	92E
-2428	12	23	15	27	04	0	T	—	—	23N	63W
-2427	6	19	04	32	44	0	T	—	—	22S	38W
-2427	12	12	19	56	47	0	P	—	—	22N	1E
-2426	6	08	14	41	25	0	P	—	—	20S	101E
-2426	11	02	20	24	17	0	Pen	—	—	7N	39W
-2426	12	02	07	32	00	0	Pen	—	—	20N	170E
-2425	4	29	03	05	11	0	Pen	—	—	6S	119W
-2425	10	23	11	57	07	0	P	—	—	4N	169W
-2424	4	17	05	28	27	0	T	—	—	2S	100W
-2424	10	12	00	20	52	0	T	—	—	0S	0E
-2423	4	06	14	35	57	0	P	—	—	1N	39E
-2423	10	01	05	54	48	0	P	—	—	4S	80E
-2422	2	25	22	21	04	0	Pen	—	—	17N	105E
-2422	3	27	05	46	01	0	Pen	—	—	5N	106W
-2422	8	21	11	50	21	0	Pen	—	—	20S	129E
-2422	9	20	05	40	42	0	Pen	—	—	8S	68E
-2421	2	15	14	16	22	0	P	—	—	20N	25W
-2421	8	10	16	18	20	0	P	—	—	22S	178E
-2420	2	05	01	10	59	0	T	—	—	21N	129E
-2420	7	30	04	08	15	0	T	—	—	23S	12W
-2419	1	24	04	39	56	0	P	—	—	22N	178E
-2419	7	19	20	25	26	0	P	—	—	23S	143W
-2419	12	14	10	42	23	0	Pen	—	—	23N	132W
-2418	1	13	04	11	34	0	Pen	—	—	23N	152E
-2418	6	10	03	37	43	0	Pen	—	—	21S	62W
-2418	7	09	12	32	58	0	Pen	—	—	22S	102E
-2418	12	03	17	16	30	0	P	—	—	19N	53W
-2417	5	30	11	47	45	0	T	—	—	17S	47E
-2417	11	23	06	19	35	0	T	—	—	16N	131E
-2416	5	18	13	35	54	0	T	—	—	13S	66E
-2416	11	11	21	55	52	0	P	—	—	11N	1E
-2415	5	07	15	06	28	0	Pen	—	—	9S	70E
-2415	10	02	21	22	45	0	Pen	—	—	3S	54W
-2415	11	01	11	24	25	0	Pen	—	—	7N	175W
-2414	3	28	13	54	37	0	P	—	—	5N	15E
-2414	9	22	00	57	18	0	P	—	—	8S	5W
-2413	3	18	05	58	33	0	T	—	—	9N	115W
-2413	9	11	00	17	16	0	T	—	—	13S	31W
-2412	3	06	22	36	54	0	P	—	—	14N	130E
-2412	8	30	02	55	49	0	P	—	—	17S	3E
-2411	1	25	21	55	00	0	Pen	—	—	22N	75E
-2411	2	24	11	12	46	0	Pen	—	—	18N	61W
-2411	7	21	03	43	03	0	Pen	—	—	22S	21W
-2411	8	19	13	00	02	0	Pen	—	—	21S	143E
-2410	1	14	23	32	12	0	P	—	—	23N	94E
-2410	7	10	20	30	37	0	P	—	—	23S	137W
-2409	1	03	23	15	04	0	T	—	—	24N	68E
-2409	6	30	11	49	37	0	T	—	—	23S	78E
-2409	12	24	04	16	01	0	P	—	—	24N	132E
-2408	6	18	21	25	37	0	P	—	—	22S	158W
-2408	11	13	05	18	14	0	Pen	—	—	11N	107E
-2408	12	12	16	15	18	0	Pen	—	—	22N	59W
-2407	5	09	09	19	35	0	Pen	—	—	10S	18W
-2407	11	02	20	47	11	0	P	—	—	8N	23W
-2406	4	28	12	05	28	0	T	—	—	6S	16E
-2406	10	23	08	49	55	0	T	—	—	4N	146E
-2405	4	17	21	45	04	0	T	—	—	3S	155E
-2405	10	12	13	55	11	0	P	—	—	0N	150W
-2404	3	08	06	09	30	0	Pen	—	—	14N	124W
-2404	4	06	13	15	10	0	Pen	—	—	1N	10E
-2404	9	30	13	25	14	0	Pen	—	—	4S	176W
-2403	2	25	22	03	47	0	P	—	—	17N	105E
-2403	8	21	00	00	51	0	P	—	—	20S	51W
-2402	2	15	08	42	34	0	T	—	—	19N	100W
-2402	8	10	12	04	01	0	T	—	—	21S	118E
-2401	2	04	11	56	58	0	P	—	—	21N	66W
-2401	7	31	04	18	54	0	P	—	—	22S	12W
-2401	12	25	18	42	20	0	Pen	—	—	24N	1W
-2400	1	24	11	38	23	0	Pen	—	—	22N	77W
-2400	6	20	10	44	41	0	Pen	—	—	23S	54E
-2400	7	19	20	08	35	0	Pen	—	—	23S	142W
-2400	12	14	01	45	50	0	P	—	—	22N	93E
-2399	6	09	18	21	27	0	P	—	—	20S	148E
-2399	12	03	15	09	21	0	T	—	—	19N	83W
-2398	5	29	19	50	26	0	T	—	—	17S	167E
-2398	11	23	06	48	40	0	P	—	—	15N	147E
-2397	5	18	21	34	33	0	P	—	—	13S	174W
-2397	10	14	05	41	34	0	Pen	—	—	2N	92E
-2397	11	12	20	03	41	0	Pen	—	—	11N	29W
-2396	4	07	21	12	23	0	P	—	—	0N	131E
-2396	10	02	08	47	36	0	P	—	—	3S	126E
-2395	3	28	13	34	36	0	T	—	—	5N	16E
-2395	9	21	07	57	21	0	T	—	—	9S	100E
-2394	3	18	06	13	40	0	P	—	—	10N	115W
-2394	9	10	10	49	09	0	P	—	—	13S	134E
-2393	2	06	05	27	27	0	Pen	—	—	20N	169W
-2393	3	07	18	33	59	0	Pen	—	—	14N	70E
-2393	8	01	11	33	56	0	Pen	—	—	21S	109E
-2393	8	30	21	07	37	0	Pen	—	—	18S	87W
-2392	1	26	06	55	35	0	P	—	—	22N	150W
-2392	7	21	04	16	19	0	P	—	—	23S	21W
-2391	1	14	06	55	09	0	T	—	—	24N	161W
-2391	7	10	19	13	00	0	T	—	—	24S	167W
-2390	1	03	12	29	22	0	P	—	—	24N	97W
-2390	6	30	04	13	43	0	P	—	—	24S	42W
-2390	11	24	14	10	53	0	Pen	—	—	15N	107W
-2390	12	24	00	53	34	0	Pen	—	—	24N	87E
-2389	5	20	15	34	33	0	Pen	—	—	13S	98E
-2389	11	14	05	36	57	0	P	—	—	12N	123E
-2388	5	08	18	41	54	0	T	—	—	10S	132E
-2388	11	02	17	20	49	0	T	—	—	9N	83W
-2387	4	28	04	52	36	0	T	—	—	7S	89W
-2387	10	22	21	59	11	0	P	—	—	5N	19W
-2386	3	19	13	50	35	0	Pen	—	—	10N	7E
-2386	4	17	20	40	59	0	Pen	—	—	4S	141E
-2386	10	11	21	17	34	0	Pen	—	—	1N	45W
-2385	3	09	05	40	42	0	P	—	—	13N	124W
-2385	9	01	07	54	11	0	P	—	—	17S	80E
-2384	2	26	16	02	47	0	T	—	—	16N	16E
-2384	8	20	20	09	27	0	T	—	—	19S	111W
-2383	2	14	19	03	47	0	P	—	—	18N	50E
-2383	8	10	12	20	44	0	P	—	—	21S	119E
-2382	1	05	02	37	40	0	Pen	—	—	25N	129E
-2382	2	03	18	58	19	0	Pen	—	—	20N	39E
-2382	7	01	17	53	57	0	Pen	—	—	25S	169E
-2382	7	31	03	49	14	0	Pen	—	—	22S	12W
-2382	12	25	10	12	34	0	P	—	—	24N	136W
-2381	6	21	00	56	52	0	P	—	—	23S	96W
-2381	12	14	23	55	32	0	T	—	—	21N	63E
-2380	6	09	02	08	18	0	T	—	—	20S	92W
-2380	12	03	15	38	09	0	P	—	—	18N	67W
-2379	5	29	04	07	23	0	P	—	—	16S	73W
-2379	10	24	14	02	06	0	Pen	—	—	6N	137W
-2379	11	23	04	39	56	0	Pen	—	—	15N	117E
-2378	4	19	04	29	08	0	P	—	—	4S	113W
-2378	10	13	16	42	40	0	P	—	—	1N	103W
-2377	4	08	21	04	36	0	T	—	—	1N	132E
-2377	10	02	15	46	13	0	T	—	—	4S	129W
-2376	3	28	13	41	22	0	P	—	—	6N	16E
-2376	9	20	18	52	50	0	P	—	—	9S	95W
-2375	2	16	12	47	05	0	Pen	—	—	17N	39W
-2375	3	18	01	44	32	0	Pen	—	—	10N	174W
-2375	8	11	19	35	19	0	Pen	—	—	20S	120W
-2375	9	10	05	26	00	0	Pen	—	—	14S	44E
-2374	2	05	14	08	44	0	P	—	—	20N	35W
-2374	8	01	12	08	29	0	P	—	—	22S	110E
-2373	1	25	14	28	19	0	T	—	—	23N	46W
-2373	7	22	02	40	50	0	T	—	—	24S	36W
-2372	1	14	20	36	05	0	P	—	—	25N	48E
-2372	7	10	11	06	17	0	P	—	—	25S	74E
-2372	12	04	23	02	23	0	Pen	—	—	18N	39E
-2371	1	03	09	27	04	0	Pen	—	—	25N	142W
-2371	5	30	21	51	50	0	Pen	—	—	16S	162W
-2371	6	29	12	58	45	0	Pen	—	—	25S	93E
-2371	11	24	14	25	52	0	P	—	—	16N	107W
-2370	5	20	01	21	30	0	P	—	—	14S	128W
-2370	11	14	01	52	10	0	T	—	—	13N	63E
-2369	5	09	11	59	51	0	T	—	—	11S	27E
-2369	11	03	06	05	54	0	P	—	—	9N	112E
-2368	3	29	21	25	55	0	Pen	—	—	6N	122E
-2368	4	28	04	04	48	0	P	—	—	8S	104W
-2368	10	22	05	13	55	0	Pen	—	—	5N	86E
-2367	3	19	13	09	59	0	P	—	—	9N	8W
-2367	9	11	15	58	01	0	P	—	—	13S	149W
-2366	3	08	23	13	29	0	T	—	—	13N	131E
-2366	9	01	04	23	31	0	T	—	—	16S	20E
-2365	2	26	02	00	14	0	P	—	—	15N	165E
-2365	8	21	20	30	46	0	P	—	—	18S	95W
-2364	1	16	10	23	57	0	Pen	—	—	25N	115W
-2364	2	15	02	07	09	0	Pen	—	—	18N	154E
-2364	7	12	01	08	58	0	Pen	—	—	25S	75W
-2364	8	10	11	38	23	0	Pen	—	—	20S	119E
-2363	1	04	18	32	23	0	P	—	—	25N	9E
-2363	7	01	07	36	54	0	P	—	—	24S	19E
-2363	12	25	08	36	23	0	T	—	—	23N	151W
-2362	6	20	08	30	37	0	T	—	—	22S	23E
-2362	12	15	00	24	28	0	P	—	—	21N	63E
-2361	6	09	10	42	48	0	P	—	—	19S	42E
-2361	11	04	22	25	58	0	Pen	—	—	11N	6W
-2361	12	04	13	14	26	0	Pen	—	—	18N	112W
-2360	4	29	11	43	09	0	Pen	—	—	8S	18E
-2360	5	28	19	46	50	0	Pen	—	—	16S	167E
-2360	10	24	00	42	28	0	P	—	—	6N	28E
-2359	4	19	04	31	35	0	T	—	—	4S	98W
-2359	10	12	23	42	43	0	T	—	—	0N	2E
-2358	4	08	21	03	53	0	T	—	—	1N	132E
-2358	10	02	03	04	36	0	P	—	—	5S	36E
-2357	2	27	19	57	56	0	Pen	—	—	14N	77E
-2357	3	29	08	47	28	0	Pen	—	—	6N	59W
