Year	Month	Day	Hour	Minute	Second	EclipseType	Magnitude1	Magnitude2	Latitude	Longitude
-10062	5	15	10	53	54	T	—	—	10N	156E
-10062	11	08	06	15	50	P	—	—	11S	25W
-10061	5	04	20	45	27	P	—	—	15N	146E
-10061	9	29	07	16	01	Pen	—	—	21S	66W
-10061	10	28	17	55	40	Pen	—	—	16S	35W
-10060	3	24	08	33	21	Pen	—	—	22N	106E
-10060	4	22	23	39	15	Pen	—	—	19N	136E
-10060	9	17	22	50	52	P	—	—	23S	78W
-10059	3	13	10	58	56	P	—	—	24N	94E
-10059	9	07	11	23	25	T	—	—	24S	90W
-10058	3	02	20	12	20	T	—	—	24N	83E
-10058	8	27	17	05	51	P	—	—	24S	102W
-10057	2	20	11	33	04	P	—	—	24N	72E
-10057	8	16	16	39	47	Pen	—	—	23S	115W
-10056	1	11	21	30	40	P	—	—	13N	34E
-10056	2	10	04	53	36	Pen	—	—	23N	61E
-10056	7	06	01	09	41	Pen	—	—	9S	156W
-10056	12	31	09	03	53	T	—	—	10N	23E
-10055	6	25	12	16	24	T	—	—	6S	166W
-10055	12	20	13	14	44	P	—	—	6N	13E
-10054	6	15	03	57	18	T	—	—	2S	176W
-10054	12	09	13	18	28	Pen	—	—	2N	3E
-10053	6	04	19	36	46	Pen	—	—	2N	174E
-10053	10	30	03	43	46	P	—	—	15S	34W
-10052	4	24	17	33	12	P	—	—	18N	138E
-10052	10	18	16	51	35	T	—	—	18S	45W
-10051	4	13	19	09	41	T	—	—	20N	126E
-10051	10	08	08	39	15	T	—	—	20S	56W
-10050	4	02	20	30	54	P	—	—	22N	115E
-10050	9	27	22	26	06	Pen	—	—	22S	68W
-10049	2	21	19	35	54	Pen	—	—	25N	74E
-10049	3	23	04	05	13	Pen	—	—	23N	104E
-10049	8	18	11	51	04	Pen	—	—	24S	113W
-10048	2	11	11	56	58	P	—	—	23N	63E
-10048	8	06	10	49	00	T	—	—	21S	125W
-10047	1	31	04	58	48	T	—	—	20N	52E
-10047	7	26	12	44	38	T	—	—	17S	136W
-10046	1	20	18	04	19	Pen	—	—	16N	42E
-10046	7	15	22	02	55	P	—	—	13S	147W
-10046	12	11	08	33	12	Pen	—	—	3N	5E
-10045	6	06	03	32	49	P	—	—	1N	176E
-10045	11	30	08	43	35	T	—	—	2S	5W
-10044	5	25	18	26	38	T	—	—	6N	166E
-10044	11	18	13	58	04	T	—	—	7S	15W
-10043	5	15	03	42	02	T	—	—	11N	156E
-10043	10	09	15	54	25	Pen	—	—	19S	55W
-10043	11	08	02	08	44	Pen	—	—	12S	25W
-10042	5	04	06	05	11	Pen	—	—	15N	146E
-10042	9	29	07	32	44	P	—	—	22S	65W
-10041	3	24	17	22	42	P	—	—	23N	105E
-10041	9	18	19	51	01	T	—	—	24S	77W
-10040	3	13	03	04	45	T	—	—	24N	94E
-10040	9	07	01	09	50	P	—	—	25S	90W
-10039	3	02	18	42	20	P	—	—	25N	83E
-10039	8	27	00	33	33	Pen	—	—	25S	103W
-10038	1	22	04	42	31	Pen	—	—	16N	44E
-10038	2	20	12	02	18	Pen	—	—	25N	72E
-10038	7	17	09	13	32	Pen	—	—	13S	145W
-10037	1	11	15	55	00	T	—	—	14N	33E
-10037	7	06	20	33	56	T	—	—	10S	156W
-10037	12	31	19	46	42	T	—	—	10N	23E
-10036	6	25	12	12	14	T	—	—	6S	166W
-10036	12	19	20	00	31	Pen	—	—	7N	12E
-10035	6	15	03	31	40	P	—	—	3S	176W
-10035	11	09	11	41	51	P	—	—	11S	23W
-10034	5	06	00	13	23	Pen	—	—	15N	148E
-10034	10	30	01	16	36	T	—	—	14S	34W
-10033	4	25	01	25	23	T	—	—	18N	137E
-10033	10	19	17	13	03	T	—	—	17S	45W
-10032	4	13	02	56	41	P	—	—	20N	126E
-10032	10	08	06	50	58	Pen	—	—	19S	56W
-10031	3	04	02	34	47	Pen	—	—	26N	85E
-10031	4	02	10	57	21	Pen	—	—	21N	115E
-10031	8	28	19	49	17	Pen	—	—	25S	100W
-10030	2	21	19	09	24	P	—	—	24N	74E
-10030	8	17	18	41	28	T	—	—	23S	113W
-10029	2	11	12	06	11	T	—	—	22N	63E
-10029	8	06	20	54	40	T	—	—	20S	125W
-10028	2	01	00	49	32	P	—	—	19N	53E
-10028	7	26	06	30	40	P	—	—	17S	136W
-10028	12	21	15	10	39	Pen	—	—	7N	14E
-10027	6	16	11	38	49	Pen	—	—	4S	175W
-10027	12	10	15	39	53	T	—	—	2N	5E
-10026	6	06	02	08	09	T	—	—	2N	176E
-10026	11	29	21	32	06	T	—	—	3S	5W
-10025	5	26	10	45	15	T	—	—	6N	166E
-10025	10	21	00	27	38	Pen	—	—	16S	44W
-10025	11	19	10	13	43	Pen	—	—	8S	15W
-10024	5	14	12	39	01	Pen	—	—	11N	156E
-10024	10	09	16	09	07	P	—	—	19S	54W
-10023	4	03	23	52	30	P	—	—	21N	117E
-10023	9	29	04	15	01	T	—	—	22S	66W
-10022	3	24	10	00	46	T	—	—	23N	106E
-10022	9	18	09	12	05	P	—	—	24S	78W
-10021	3	14	01	52	19	P	—	—	25N	95E
-10021	9	07	08	27	53	Pen	—	—	25S	91W
-10020	2	02	11	47	02	Pen	—	—	19N	54E
-10020	3	02	19	08	06	Pen	—	—	26N	83E
-10020	7	27	17	25	35	Pen	—	—	17S	135W
-10019	1	21	22	37	55	T	—	—	17N	44E
-10019	7	17	04	59	05	T	—	—	14S	145W
-10018	1	11	02	11	02	T	—	—	14N	33E
-10018	7	06	20	35	31	T	—	—	11S	156W
-10018	12	31	02	34	22	Pen	—	—	11N	22E
-10017	6	26	11	34	56	P	—	—	7S	166W
-10017	11	20	19	31	00	P	—	—	7S	13W
-10016	5	16	07	01	29	Pen	—	—	11N	158E
-10016	11	09	09	31	32	T	—	—	10S	23W
-10015	5	05	07	51	01	T	—	—	14N	147E
-10015	10	30	01	38	38	T	—	—	14S	34W
-10014	4	24	09	30	40	T	—	—	17N	137E
-10014	10	19	15	09	12	Pen	—	—	16S	45W
-10013	3	15	09	34	33	Pen	—	—	26N	97E
-10013	4	13	17	55	06	Pen	—	—	19N	126E
-10013	9	09	03	47	57	Pen	—	—	25S	88W
-10012	3	04	02	18	48	P	—	—	25N	85E
-10012	8	28	02	38	24	T	—	—	24S	101W
-10011	2	21	19	09	15	T	—	—	24N	74E
-10011	8	17	05	10	01	T	—	—	22S	113W
-10010	2	11	07	29	51	P	—	—	21N	63E
-10010	8	06	15	04	53	P	—	—	19S	125W
-10009	1	01	21	39	27	Pen	—	—	12N	24E
-10009	6	27	19	52	19	Pen	—	—	8S	165W
-10009	12	21	22	28	24	T	—	—	7N	14E
-10008	6	16	09	57	18	T	—	—	3S	174W
-10008	12	10	04	57	56	T	—	—	2N	5E
-10007	6	05	17	57	33	T	—	—	2N	176E
-10007	10	31	08	53	22	Pen	—	—	12S	33W
-10007	11	29	18	11	05	Pen	—	—	3S	5W
-10006	5	25	19	21	47	Pen	—	—	7N	166E
-10006	10	21	00	38	26	P	—	—	16S	43W
-10005	4	15	06	29	39	Pen	—	—	19N	127E
-10005	10	10	12	31	06	T	—	—	20S	53W
-10004	4	03	17	01	49	T	—	—	22N	117E
-10004	9	28	17	08	44	P	—	—	23S	66W
-10003	3	24	09	05	02	P	—	—	24N	106E
-10003	9	17	16	20	12	Pen	—	—	25S	78W
-10002	2	12	18	46	30	Pen	—	—	21N	65E
-10002	3	14	02	13	46	Pen	—	—	26N	95E
-10002	8	08	01	45	33	Pen	—	—	20S	123W
-10001	2	02	05	11	11	P	—	—	20N	54E
-10001	7	28	13	32	52	T	—	—	18S	134W
-10000	1	22	08	25	26	T	—	—	17N	43E
-10000	7	17	05	06	34	T	—	—	15S	145W
-9999	1	10	09	00	43	Pen	—	—	15N	32E
-9999	7	06	19	45	59	P	—	—	12S	156W
-9999	12	01	03	13	49	P	—	—	3S	3W
-9998	5	27	13	55	46	Pen	—	—	6N	168E
-9998	11	20	17	40	16	T	—	—	6S	13W
-9997	5	16	14	24	34	T	—	—	10N	157E
-9997	11	10	09	55	26	T	—	—	10S	23W
-9996	5	04	16	14	26	T	—	—	14N	147E
-9996	10	29	23	17	57	Pen	—	—	13S	34W
-9995	3	25	16	39	30	Pen	—	—	25N	108E
-9995	4	24	01	01	55	Pen	—	—	16N	136E
-9995	9	19	11	42	17	Pen	—	—	25S	76W
-9994	3	15	09	31	06	P	—	—	25N	97E
-9994	9	08	10	35	36	T	—	—	25S	88W
-9993	3	05	02	09	36	T	—	—	24N	85E
-9993	8	28	13	29	16	T	—	—	24S	101W
-9992	2	22	14	04	07	P	—	—	23N	74E
-9992	8	16	23	43	43	P	—	—	22S	113W
-9991	1	12	03	58	01	Pen	—	—	16N	34E
-9991	7	08	04	15	18	Pen	—	—	12S	155W
-9990	1	01	05	08	52	T	—	—	11N	24E
-9990	6	27	17	54	14	T	—	—	8S	164W
-9990	12	21	12	16	16	T	—	—	6N	14E
-9989	6	17	01	18	02	T	—	—	2S	174W
-9989	11	11	17	10	27	Pen	—	—	8S	22W
-9989	12	11	01	58	30	P	—	—	1N	5E
-9988	6	05	02	14	47	Pen	—	—	3N	176E
-9988	10	31	08	59	51	P	—	—	13S	32W
-9987	4	25	13	15	18	Pen	—	—	16N	138E
-9987	10	20	20	40	07	T	—	—	17S	42W
-9986	4	15	00	09	30	T	—	—	19N	128E
-9986	10	10	01	00	11	P	—	—	21S	54W
-9985	4	04	16	20	03	T	—	—	22N	117E
-9985	9	29	00	10	04	Pen	—	—	24S	66W
-9984	2	24	01	41	48	Pen	—	—	23N	76E
-9984	3	24	09	20	00	Pen	—	—	25N	106E
-9984	8	18	10	09	24	Pen	—	—	22S	111W
-9983	2	12	11	39	24	P	—	—	22N	65E
-9983	8	07	22	12	00	T	—	—	20S	123W
-9982	2	01	14	34	47	T	—	—	20N	54E
-9982	7	28	13	43	23	T	—	—	18S	134W
-9981	1	21	15	21	35	P	—	—	18N	42E
-9981	7	18	04	04	13	P	—	—	16S	145W
-9981	12	12	10	46	07	Pen	—	—	2N	7E
-9980	6	06	21	00	17	Pen	—	—	2N	178E
-9980	12	01	01	38	38	T	—	—	2S	3W
-9979	5	26	21	09	12	P	—	—	6N	167E
-9979	11	20	18	02	26	T	—	—	5S	13W
-9978	5	15	23	09	10	T	—	—	10N	157E
-9978	11	10	07	16	53	Pen	—	—	9S	24W
-9977	4	05	23	47	11	Pen	—	—	23N	119E
-9977	5	05	08	16	13	P	—	—	13N	146E
-9977	9	30	19	33	53	Pen	—	—	23S	63W
-9976	3	25	16	43	40	P	—	—	24N	108E
-9976	9	18	18	31	58	T	—	—	24S	76W
-9975	3	15	09	09	04	T	—	—	24N	97E
-9975	9	07	21	50	49	T	—	—	24S	89W
-9974	3	04	20	35	13	P	—	—	24N	86E
-9974	8	28	08	25	43	P	—	—	23S	101W
-9973	1	23	10	10	33	Pen	—	—	19N	44E
-9973	2	22	00	49	58	Pen	—	—	22N	74E
-9973	7	19	12	44	29	Pen	—	—	16S	144W
-9972	1	12	11	42	43	P	—	—	15N	34E
-9972	7	08	01	58	39	T	—	—	12S	154W
-9972	12	31	19	28	33	T	—	—	10N	24E
-9971	6	27	08	46	27	T	—	—	7S	164W
-9971	12	21	09	39	10	P	—	—	6N	15E
-9970	6	16	09	18	25	Pen	—	—	2S	174W
-9970	11	11	17	11	36	P	—	—	9S	22W
-9969	5	06	20	10	36	Pen	—	—	12N	148E
-9969	11	01	04	38	38	T	—	—	13S	32W
-9968	4	25	07	25	06	T	—	—	16N	138E
-9968	10	20	08	41	34	P	—	—	17S	42W
-9967	4	14	23	40	59	T	—	—	20N	128E
-9967	10	09	07	55	03	Pen	—	—	21S	54W
-9966	3	06	08	33	47	Pen	—	—	23N	88E
-9966	4	04	16	27	41	Pen	—	—	23N	117E
-9966	8	29	18	37	43	Pen	—	—	23S	99W
-9965	2	23	18	01	35	P	—	—	23N	76E
-9965	8	19	06	56	09	T	—	—	23S	111W
-9964	2	12	20	37	06	T	—	—	22N	65E
-9964	8	07	22	26	15	T	—	—	21S	123W
-9963	1	31	21	38	44	P	—	—	21N	53E
-9963	7	28	12	27	47	P	—	—	19S	134W
-9963	12	22	18	13	23	Pen	—	—	6N	16E
-9962	1	21	04	01	46	Pen	—	—	19N	42E
-9962	6	18	04	13	00	Pen	—	—	2S	172W
-9962	12	12	09	29	48	T	—	—	2N	6E
-9961	6	07	04	03	38	P	—	—	2N	177E
-9961	12	02	02	00	05	T	—	—	1S	3W
-9960	5	26	06	15	33	T	—	—	6N	167E
-9960	11	20	15	04	19	Pen	—	—	5S	13W
-9959	5	15	15	42	02	P	—	—	9N	157E
-9959	10	11	03	18	08	Pen	—	—	21S	52W
-9958	4	05	00	00	00	P	—	—	23N	119E
-9958	9	30	02	25	00	T	—	—	23S	64W
-9957	3	26	16	08	41	T	—	—	23N	108E
-9957	9	19	06	10	48	T	—	—	24S	77W
-9956	3	15	03	03	35	P	—	—	24N	97E
-9956	9	07	17	08	26	P	—	—	23S	89W
-9955	2	02	16	16	45	Pen	—	—	22N	55E
-9955	3	04	06	52	16	Pen	—	—	23N	86E
-9955	7	29	21	20	09	Pen	—	—	20S	133W
-9954	1	22	18	11	39	P	—	—	18N	44E
-9954	7	19	10	10	42	T	—	—	16S	143W
-9953	1	12	02	33	30	T	—	—	14N	35E
-9953	7	08	16	23	22	T	—	—	11S	154W
-9952	1	01	17	11	28	P	—	—	10N	25E
-9952	6	26	16	32	26	P	—	—	6S	164W
-9952	11	22	01	13	26	P	—	—	4S	12W
-9951	5	17	03	16	42	Pen	—	—	8N	158E
-9951	11	11	12	28	22	T	—	—	9S	22W
-9950	5	06	14	47	54	T	—	—	13N	149E
-9950	10	31	16	15	18	P	—	—	14S	32W
-9949	4	26	07	06	57	T	—	—	17N	139E
-9949	10	20	15	32	49	Pen	—	—	18S	42W
-9948	3	16	15	24	46	Pen	—	—	23N	99E
-9948	4	14	23	39	07	Pen	—	—	21N	129E
-9948	9	09	03	06	20	Pen	—	—	23S	87W
-9947	3	06	00	22	27	P	—	—	24N	87E
-9947	8	29	15	41	19	T	—	—	24S	99W
-9946	2	23	02	38	24	T	—	—	24N	76E
-9946	8	19	07	12	17	T	—	—	23S	111W
-9945	2	12	03	52	16	P	—	—	23N	64E
-9945	8	08	20	56	41	P	—	—	22S	123W
-9944	1	03	01	32	09	Pen	—	—	10N	27E
-9944	2	01	10	49	43	Pen	—	—	21N	53E
-9944	6	28	11	35	57	Pen	—	—	7S	162W
-9944	12	22	17	11	02	T	—	—	7N	16E
-9943	6	17	11	10	53	P	—	—	3S	173W
-9943	12	12	09	47	48	T	—	—	3N	7E
-9942	6	06	13	32	52	T	—	—	1N	177E
-9942	12	01	22	41	05	Pen	—	—	0S	3W
-9941	5	26	23	16	47	P	—	—	5N	167E
-9941	10	22	10	54	37	Pen	—	—	17S	41W
-9940	4	16	07	19	46	P	—	—	20N	130E
-9940	10	10	10	14	00	T	—	—	20S	53W
-9939	4	05	23	10	19	T	—	—	22N	119E
-9939	9	29	14	29	11	T	—	—	22S	65W
-9938	3	26	09	32	41	P	—	—	23N	109E
-9938	9	19	01	51	01	P	—	—	23S	76W
-9937	2	13	22	18	46	Pen	—	—	24N	66E
-9937	3	15	12	53	16	Pen	—	—	23N	97E
-9937	8	10	06	00	25	Pen	—	—	22S	121W
-9936	2	03	00	37	26	P	—	—	21N	55E
-9936	7	29	18	27	30	T	—	—	19S	132W
-9935	1	22	09	35	08	T	—	—	18N	45E
-9935	7	19	00	07	55	T	—	—	15S	143W
-9934	1	12	00	38	18	P	—	—	14N	35E
-9934	7	07	23	55	58	P	—	—	10S	154W
-9934	12	03	09	04	53	P	—	—	0N	2W
-9933	5	28	10	34	19	Pen	—	—	4N	168E
-9933	11	22	20	04	33	T	—	—	5S	11W
-9932	5	16	22	21	30	T	—	—	9N	158E
-9932	11	10	23	37	14	T	—	—	10S	21W
-9931	5	06	14	40	33	T	—	—	13N	149E
-9931	10	30	23	02	58	Pen	—	—	15S	32W
-9930	3	27	22	16	10	Pen	—	—	22N	110E
-9930	4	26	06	55	09	Pen	—	—	18N	139E
-9930	9	20	11	35	39	Pen	—	—	23S	74W
-9929	3	17	06	39	36	P	—	—	23N	99E
-9929	9	10	00	28	48	T	—	—	24S	87W
-9928	3	05	08	36	57	T	—	—	24N	87E
-9928	8	29	16	00	11	T	—	—	24S	99W
-9927	2	22	10	05	48	P	—	—	24N	75E
-9927	8	19	05	28	53	P	—	—	24S	111W
-9926	1	13	08	46	27	Pen	—	—	14N	36E
-9926	2	11	17	36	31	Pen	—	—	24N	64E
-9926	7	09	19	05	48	Pen	—	—	11S	152W
-9925	1	03	00	46	04	T	—	—	11N	26E
-9925	6	28	18	27	56	P	—	—	7S	163W
-9925	12	23	17	25	17	T	—	—	8N	16E
-9924	6	16	21	02	35	T	—	—	3S	173W
-9924	12	12	06	06	28	Pen	—	—	4N	6E
-9923	6	06	07	02	38	P	—	—	1N	177E
-9923	11	01	18	21	18	Pen	—	—	14S	30W
-9922	4	27	14	46	19	P	—	—	17N	141E
-9922	5	26	22	29	25	Pen	—	—	4N	166E
-9922	10	21	17	56	06	T	—	—	17S	41W
-9921	4	17	06	14	32	T	—	—	19N	130E
-9921	10	10	22	42	57	T	—	—	19S	53W
-9920	4	05	16	03	04	P	—	—	21N	119E
-9920	9	29	10	29	51	P	—	—	21S	65W
-9919	2	24	04	18	37	Pen	—	—	25N	77E
-9919	3	25	18	56	26	Pen	—	—	22N	108E
-9919	8	20	14	44	44	Pen	—	—	24S	109W
-9918	2	13	07	00	28	P	—	—	23N	66E
-9918	8	10	02	49	37	T	—	—	22S	120W
-9917	2	02	16	32	26	T	—	—	20N	55E
-9917	7	30	07	59	05	T	—	—	18S	132W
-9916	1	23	07	58	13	P	—	—	17N	45E
-9916	7	18	07	29	16	P	—	—	14S	144W
-9916	12	13	16	46	59	Pen	—	—	5N	8E
-9915	1	12	01	06	05	Pen	—	—	13N	35E
-9915	6	07	18	02	52	Pen	—	—	0S	178E
-9915	12	03	03	31	32	T	—	—	0S	1W
-9914	5	28	06	04	01	P	—	—	5N	168E
-9914	11	22	06	49	14	T	—	—	5S	11W
-9913	5	17	22	21	21	T	—	—	9N	159E
-9913	11	11	06	24	28	Pen	—	—	11S	22W
-9912	5	06	14	17	48	P	—	—	14N	149E
-9912	9	30	20	00	40	Pen	—	—	21S	63W
-9911	3	27	12	59	11	P	—	—	22N	110E
-9911	9	20	09	14	15	T	—	—	23S	74W
-9910	3	16	14	36	31	T	—	—	24N	99E
-9910	9	10	00	48	14	T	—	—	25S	86W
-9909	3	05	16	19	29	P	—	—	25N	87E
-9909	8	30	14	01	49	P	—	—	25S	98W
-9908	1	24	15	54	17	Pen	—	—	17N	47E
-9908	2	23	00	21	53	Pen	—	—	25N	75E
-9908	7	20	02	45	10	Pen	—	—	15S	141W
-9907	1	13	08	13	37	P	—	—	15N	36E
-9907	7	09	01	55	37	P	—	—	11S	152W
-9906	1	03	00	54	25	T	—	—	12N	26E
-9906	6	28	04	43	49	T	—	—	8S	163W
-9906	12	23	13	20	03	Pen	—	—	8N	16E
-9905	6	17	14	58	50	P	—	—	4S	174W
-9905	11	13	01	38	38	Pen	—	—	10S	19W
-9904	5	07	22	18	54	Pen	—	—	14N	151E
-9904	6	06	06	26	47	Pen	—	—	0N	176E
-9904	11	01	01	31	00	T	—	—	13S	30W
-9903	4	27	13	23	48	T	—	—	16N	141E
-9903	10	21	06	52	42	T	—	—	16S	42W
-9902	4	16	22	35	45	T	—	—	19N	130E
-9902	10	10	19	05	31	P	—	—	19S	53W
-9901	4	06	01	02	21	Pen	—	—	21N	119E
-9901	8	31	23	29	28	Pen	—	—	25S	97W
-9900	2	24	13	23	48	P	—	—	25N	77E
-9900	8	20	11	13	37	T	—	—	24S	109W
-9899	2	12	23	29	28	T	—	—	23N	66E
-9899	8	09	15	53	51	T	—	—	21S	120W
-9898	2	02	15	15	07	P	—	—	20N	55E
-9898	7	29	15	10	39	P	—	—	18S	132W
-9898	12	25	00	17	34	Pen	—	—	9N	18E
-9897	1	23	08	24	25	Pen	—	—	16N	45E
-9897	6	19	01	43	58	Pen	—	—	5S	172W
-9897	7	18	16	21	04	Pen	—	—	14S	144W
-9897	12	14	10	44	32	T	—	—	4N	8E
-9896	6	07	13	58	04	P	—	—	0N	178E
-9896	12	02	13	48	25	T	—	—	1S	1W
-9895	5	28	06	11	22	T	—	—	5N	169E
-9895	11	21	13	37	03	Pen	—	—	6S	11W
-9894	5	17	21	45	30	P	—	—	10N	160E
-9894	10	12	04	23	13	Pen	—	—	18S	51W
-9893	4	07	19	18	46	Pen	—	—	20N	121E
-9893	10	01	17	57	07	T	—	—	21S	62W
-9892	3	26	20	37	32	T	—	—	23N	110E
-9892	9	20	09	34	42	T	—	—	24S	74W
-9891	3	15	22	36	37	P	—	—	25N	98E
-9891	9	09	22	34	10	P	—	—	25S	86W
-9890	2	03	23	00	40	Pen	—	—	20N	57E
-9890	3	05	07	09	41	Pen	—	—	26N	87E
-9890	7	31	10	30	17	Pen	—	—	18S	130W
-9889	1	24	15	35	25	P	—	—	18N	47E
-9889	7	20	09	32	49	P	—	—	15S	142W
-9888	1	14	08	15	04	T	—	—	15N	36E
-9888	7	08	12	35	42	T	—	—	12S	153W
-9887	1	02	20	23	42	P	—	—	12N	26E
-9887	6	27	23	05	59	P	—	—	8S	163W
-9887	11	23	08	45	18	Pen	—	—	5S	9W
-9886	5	19	05	58	50	Pen	—	—	9N	161E
-9886	6	17	14	33	12	Pen	—	—	5S	173W
-9886	11	12	08	57	41	T	—	—	9S	20W
-9885	5	08	20	38	49	T	—	—	13N	151E
-9885	11	01	14	54	05	T	—	—	13S	31W
-9884	4	27	05	13	55	T	—	—	16N	141E
-9884	10	21	03	34	50	P	—	—	16S	41W
-9883	4	16	07	13	35	Pen	—	—	18N	130E
-9883	9	11	08	14	29	Pen	—	—	25S	84W
-9882	3	06	19	48	43	P	—	—	25N	89E
-9882	8	31	19	39	56	T	—	—	25S	96W
-9881	2	24	06	24	02	T	—	—	24N	77E
-9881	8	20	23	53	31	T	—	—	23S	109W
-9880	2	13	22	28	24	P	—	—	22N	66E
-9880	8	08	22	58	30	P	—	—	20S	121W
-9879	1	04	07	39	47	Pen	—	—	13N	28E
-9879	2	02	15	38	00	Pen	—	—	19N	56E
-9879	6	29	09	35	51	Pen	—	—	9S	162W
-9879	7	29	00	22	01	Pen	—	—	17S	133W
-9879	12	24	17	48	20	T	—	—	9N	18E
-9878	6	18	22	00	28	P	—	—	4S	172W
-9878	12	13	20	37	49	T	—	—	4N	9E
-9877	6	08	14	09	36	T	—	—	1N	179E
-9877	12	02	20	39	24	Pen	—	—	2S	1W
-9876	5	28	05	21	59	P	—	—	6N	169E
-9876	10	22	12	39	10	Pen	—	—	15S	40W
-9875	4	18	01	43	32	Pen	—	—	18N	132E
-9875	10	12	02	34	39	T	—	—	19S	50W
-9874	4	07	02	44	09	T	—	—	21N	121E
-9874	10	01	18	16	59	T	—	—	22S	62W
-9873	3	27	04	57	21	T	—	—	24N	110E
-9873	9	21	07	03	47	P	—	—	24S	74W
-9872	2	15	06	03	53	Pen	—	—	21N	68E
-9872	3	15	13	59	39	Pen	—	—	25N	98E
-9872	8	10	18	21	01	Pen	—	—	21S	119W
-9871	2	03	22	52	19	P	—	—	20N	58E
-9871	7	30	17	19	23	P	—	—	18S	131W
-9870	1	24	15	27	47	T	—	—	18N	47E
-9870	7	19	20	37	40	T	—	—	16S	142W
-9869	1	14	03	16	59	P	—	—	16N	36E
-9869	7	09	07	22	39	P	—	—	12S	153W
-9869	12	04	15	40	53	Pen	—	—	1S	1E
-9868	5	29	13	46	59	Pen	—	—	5N	171E
-9868	6	27	22	49	00	Pen	—	—	9S	163W
-9868	11	22	16	16	45	P	—	—	5S	10W
-9867	5	19	03	59	54	P	—	—	9N	161E
-9867	11	11	22	49	43	T	—	—	9S	20W
-9866	5	08	11	57	33	T	—	—	12N	151E
-9866	11	01	11	57	41	P	—	—	12S	31W
-9865	4	27	13	31	17	Pen	—	—	15N	140E
-9865	9	22	16	56	29	Pen	—	—	24S	72W
-9864	3	17	02	17	31	P	—	—	25N	100E
-9864	9	11	04	03	21	T	—	—	25S	84W
-9863	3	06	13	21	38	T	—	—	25N	88E
-9863	8	31	07	53	54	T	—	—	24S	96W
-9862	2	24	05	39	33	P	—	—	23N	78E
-9862	8	20	06	51	15	P	—	—	22S	109W
-9861	1	15	14	51	56	Pen	—	—	17N	38E
-9861	2	13	22	45	33	Pen	—	—	21N	67E
-9861	7	10	17	38	49	Pen	—	—	14S	151W
-9861	8	09	08	30	28	Pen	—	—	20S	121W
-9860	1	05	00	39	01	P	—	—	13N	28E
-9860	6	29	06	14	06	P	—	—	9S	162W
-9860	12	24	03	15	59	T	—	—	8N	18E
-9859	6	18	22	16	36	T	—	—	4S	171W
-9859	12	13	03	33	50	P	—	—	3N	8E
-9858	6	08	13	05	48	P	—	—	1N	179E
-9858	11	02	20	49	11	Pen	—	—	11S	29W
-9857	4	29	08	12	02	Pen	—	—	14N	142E
-9857	10	23	11	07	00	T	—	—	16S	40W
-9856	4	17	08	56	24	T	—	—	18N	131E
-9856	10	12	02	54	05	T	—	—	19S	50W
-9855	4	06	11	25	17	T	—	—	22N	120E
-9855	10	01	15	29	39	P	—	—	23S	62W
-9854	2	25	13	06	57	Pen	—	—	23N	79E
-9854	3	26	20	53	39	Pen	—	—	24N	110E
-9854	8	22	02	14	55	Pen	—	—	22S	107W
-9853	2	15	06	06	20	P	—	—	22N	68E
-9853	8	11	01	11	42	P	—	—	21S	119W
-9852	2	04	22	34	45	T	—	—	21N	58E
-9852	7	30	04	48	17	T	—	—	19S	131W
-9851	1	24	10	02	47	P	—	—	19N	47E
-9851	7	19	15	47	39	P	—	—	16S	142W
-9851	12	14	22	26	41	Pen	—	—	3N	10E
-9850	6	09	21	44	12	Pen	—	—	1N	179W
-9850	7	09	07	13	35	Pen	—	—	13S	153W
-9850	12	03	23	25	26	P	—	—	1S	0W
-9849	5	30	11	29	19	P	—	—	5N	171E
-9849	11	23	06	35	59	T	—	—	4S	10W
-9848	5	18	18	49	23	T	—	—	8N	161E
-9848	11	11	20	11	54	P	—	—	8S	21W
-9847	5	07	19	57	30	P	—	—	12N	150E
-9847	10	03	01	35	36	Pen	—	—	22S	59W
-9846	3	28	08	49	20	Pen	—	—	24N	112E
-9846	9	22	12	25	37	T	—	—	24S	72W
-9845	3	17	20	19	49	T	—	—	24N	100E
-9845	9	11	15	53	51	T	—	—	24S	84W
-9844	3	06	12	49	58	P	—	—	24N	89E
-9844	8	30	14	47	19	P	—	—	23S	97W
-9843	1	25	21	57	53	Pen	—	—	20N	48E
-9843	2	24	05	51	04	Pen	—	—	23N	78E
-9843	7	21	01	50	00	Pen	—	—	17S	141W
-9843	8	19	16	43	49	Pen	—	—	22S	109W
-9842	1	15	07	22	13	P	—	—	16N	38E
-9842	7	10	14	36	05	P	—	—	13S	151W
-9841	1	04	09	44	21	T	—	—	12N	28E
-9841	6	30	06	32	15	T	—	—	8S	161W
-9841	12	24	10	19	29	P	—	—	7N	18E
-9840	6	18	20	58	16	P	—	—	3S	171W
-9840	11	13	04	50	35	Pen	—	—	7S	19W
-9839	5	09	14	48	54	Pen	—	—	11N	152E
-9839	11	02	19	31	35	T	—	—	12S	29W
-9838	4	28	15	15	59	P	—	—	15N	142E
-9838	10	23	11	24	00	T	—	—	16S	39W
-9837	4	17	18	00	25	T	—	—	19N	131E
-9837	10	12	23	47	54	Pen	—	—	20S	50W
-9836	3	07	20	10	10	Pen	—	—	23N	91E
-9836	4	06	03	53	25	P	—	—	22N	121E
